id,brand,car_model,desc,problem,datetime,status,type_year,type_engine,type_transmission,type_other
484157,一汽马自达,阿特兹,一汽马自达阿特兹AB柱异响 中控异响 车顶异响,"H93,H15,",2020-06-14,信息审核,2020,2.5L,, 蓝天尊崇版
484156,吉利汽车,缤越,吉利缤越高速中门窗漏风车机系统无法升级,"H144,M279,O348,",2020-06-14,处理反馈,2019,260T,, DCT 骑士 国VI
484154,吉利汽车,博瑞,吉利博瑞事故维修处理不到位服务承诺未兑现,"J303,L314,",2020-06-14,处理反馈,2018,,, MHEV 耀智版
484153,一汽-大众,速腾,一汽大众速腾变速箱刹车异响希望厂家处理,"B33,B95,E43,H101,",2020-06-14,厂家受理,2019,280TSI,, DSG 舒适型 国VI
484152,一汽-大众,速腾,一汽大众速腾佳通轮胎表面有开裂的现象,"F100,",2020-06-14,厂家受理,2018,1.6L,自动, 舒适型
484145,北京现代,菲斯塔,北京现代菲斯塔左前门翼子板与前门不平,"H209,",2020-06-14,信息审核,2019,,, 280TGDi 智享版 国VI
484143,长安马自达,马自达3 昂克赛拉,长安马自达昂克赛拉中控屏幕容易脱胶,"H134,H168,",2020-06-14,信息审核,2016,1.5L,自动, 豪华型 三厢
484142,东风雷诺,科雷嘉,东风雷诺科雷嘉车联网服务私自关停,"L313,",2020-06-14,信息审核,2019,,自动, SCe200 两驱 智悦型 周年版 国VI
484141,众泰汽车,众泰SR9,众泰SR9变速箱挂挡不走厂家无配件更换,"B334,N318,",2020-06-14,处理反馈,2017,2.0T,自动, 极致之巅版
484140,东风日产,天籁,东风日产天籁发动机漏油希望厂家处理问题,"A12,",2020-06-14,处理反馈,2019,2.0L,, XL Upper 智行版
484139,东风雪铁龙,世嘉,东风雪铁龙世嘉油表指示针不准希望厂家处理,"H202,",2020-06-14,处理反馈,2014,1.6L,手动, 品尚型
484138,北汽新能源,北汽新能源EU,北汽新能源EU系列动力电池连接器腐蚀,"H79,H343,",2020-06-14,处理反馈,2017,,, EU260 乐途plus版
484136,东风标致,标致408,东风标致408保险杠和后备箱连接处脱离,"H168,",2020-06-14,处理反馈,2015,1.2T,自动, 豪华版
484135,广汽本田,雅阁,广汽本田雅阁LED日行灯不亮存在质量问题,"H82,",2020-06-14,处理反馈,2016,2.0L,, CVT 精英版
484134,一汽马自达,阿特兹,一汽马自达阿特兹轮毂严重掉漆要求解决,"H243,",2020-06-14,信息审核,2018,2.5L,, 蓝天运动版 国V
484132,沃尔沃亚太,沃尔沃S60,亚太沃尔沃S60空调不出风存在安全隐患,"H101,",2020-06-14,信息审核,2017,1.5T,, T3 智进版
484131,奇瑞汽车,艾瑞泽5,奇瑞艾瑞泽5慢速转向时方向盘异响,"D59,",2020-06-14,处理反馈,2017,1.5L,手动, 领潮版
484130,一汽-大众,速腾,一汽大众速腾ABS传感器故障希望处理,"H234,",2020-06-14,厂家受理,2015,1.6L,自动,  舒适型
484127,华晨中华,中华V6,中华V6方向盘异响 抖动 卡滞 4S店不处理,"D59,D123,D80,I295,",2020-06-14,信息审核,2018,1.5T,手动, 尊贵型
484124,上汽大众,朗逸,上汽大众朗逸韩泰轮胎开裂影响行车安全,"F100,",2020-06-14,信息审核,2017,1.6L,手动, 风尚版
484123,东风日产,天籁,东风日产天籁仪表盘开裂 4S店不予索赔,"H168,I297,",2020-06-14,处理反馈,2016,2.0L,, XL 舒适版 改款
484121,东风标致,标致408,东风标致408油箱漏油 4S店维修无配件,"H75,N318,",2020-06-14,处理反馈,2015,1.2T,自动, 豪华版
484115,上汽大众,途昂,上汽大众途昂轮毂腐蚀严重4S店不予解决,"H243,I295,",2020-06-14,信息审核,2017,330TSI,, 两驱 豪华版
484111,北京现代,菲斯塔,北京现代菲斯塔发动机熄火存在质量问题,"A14,",2020-06-14,信息审核,2019,,, 280TGDi 智享版 国VI
484110,东风雪铁龙,雪铁龙C5,东风雪铁龙C5密封条脱落更换后再次脱落,"B19,E43,H72,H48,J303,",2020-06-14,用户评分,2014,1.6THP,自动, 尊享型
484108,吉利汽车,星越,吉利星越前悬挂系统异响严重希望厂家解决,"G204,",2020-06-14,处理反馈,2019,350T,, 耀星者
484106,上汽集团,名爵6,上汽名爵6刹车分泵螺栓未固定 售后服务差,"E43,J301,J304,",2020-06-14,处理反馈,2018,20T,自动, Trophy超级运动互联网版 国VI
484104,吉利汽车,博瑞,吉利博瑞车门生锈要求厂家尽快处理,"H79,",2020-06-14,处理反馈,2016,2.4L,, 舒适型
484102,北京奔驰,奔驰C级,北京奔驰C级空调左侧吹热风右侧吹冷风,"H101,",2020-06-14,信息审核,2016,,, 180 L 运动型
484100,吉利汽车,星越,吉利星越车机卡顿版本与宣传不符,"H155,M279,",2020-06-14,处理反馈,2019,350T,, 耀星者
484099,吉利汽车,缤越,吉利缤越主驾驶车窗漏风 车机版本老旧,"H144,L314,",2020-06-14,用户评分,2019,260T,, DCT 游侠 国V
484096,吉利汽车,缤越,吉利缤越贷款购车经销商低配车型当高配卖,"M280,",2020-06-14,信息审核,2019,260T,, DCT 骑士 国VI
484095,吉利汽车,缤越,吉利缤越车机系统卡顿厂家拒绝升级,"H81,H155,H144,L314,",2020-06-14,处理反馈,2019,260T,, DCT 游侠 运动款 国V
484092,众泰汽车,众泰T700,众泰T700后悬架异响严重希望解决,"G204,",2020-06-14,处理反馈,2017,2.0T,自动, 尊贵型
484091,一汽-大众奥迪,奥迪A3,一汽大众奥迪A3变速箱故障行驶中失去动力,"B334,B84,",2020-06-14,信息审核,2014,1.4T,, Limousine 双离合 进取型
484090,上汽集团,荣威Ei5,上汽荣威Ei5自动手刹故障无法解锁,"E159,",2020-06-14,处理反馈,2018,,, 互联网旗舰版
484089,一汽马自达,阿特兹,一汽马自达阿特兹B柱C柱异响严重,"H15,",2020-06-14,信息审核,2020,2.5L,, 蓝天尊崇版
484088,吉利汽车,星越,吉利星越车机系统升级后仍与厂家宣传不符,"M279,O348,",2020-06-14,处理反馈,2019,350T,, 驭星者
484086,广汽本田,缤智,广汽本田缤智发动机启动困难希望解决,"A44,",2020-06-14,处理反馈,2015,1.5L,, CVT 两驱舒适型
484085,广汽本田,雅阁,广汽本田雅阁Carplay使用过程中死机,"H155,",2020-06-14,处理反馈,2018,2.0L,, 锐智版 锐·混动 国V
484084,华晨宝马,宝马3系,华晨宝马3系发动机故障灯亮压力阀需要更换,"A34,",2020-06-14,信息审核,2020,,, 325Li M运动套装
484082,一汽马自达,阿特兹,一汽马自达阿特兹4S店不给处理异响问题,"I295,I282,",2020-06-14,信息审核,2020,2.5L,, 蓝天尊崇版
484081,北京现代,领动,北京现代领动变速箱脱挡异响要求延保,"B33,B246,",2020-06-14,信息审核,2019,1.4T,, 双离合 炫动·活力型
484080,上汽集团,名爵ZS,上汽名爵ZS发动机异响 方向盘按键故障,"A9,A34,B69,H134,H31,",2020-06-14,处理反馈,2020,,自动, 260TGI Trophy Plus L2+
484077,一汽丰田,皇冠,一汽丰田皇冠多个故障灯点亮要求处理,"H110,",2020-06-14,信息审核,2018,2.0T,, 精英版
484075,一汽马自达,阿特兹,一汽马自达阿特兹B柱 中控台异响,"H93,H15,",2020-06-14,信息审核,2020,2.0L,, 蓝天豪华版
484072,吉利汽车,缤越,吉利缤越4S店安装原车挡泥板擅自损坏车体,"J299,O305,",2020-06-14,信息审核,2019,260T,, DCT 游侠 运动款 国V
484070,一汽马自达,阿特兹,一汽马自达阿特兹行驶时AB柱和顶棚异响,"H15,",2020-06-14,信息审核,2020,2.5L,, 蓝天尊崇版
484069,一汽大众,捷达VS5,捷达VS5雨刮器处漏水增压器生锈 刹车异响,"E43,H79,H109,",2020-06-14,信息审核,2019,280TSI,自动, 荣耀型
484068,广汽本田,缤智,广汽本田缤智空调压缩机频繁启停影响使用,"H101,",2020-06-14,处理反馈,2017,1.5L,手动, 两驱 舒适型
484061,一汽马自达,阿特兹,一汽马自达阿特兹仪表台 两侧B柱C柱异响,"H93,H15,",2020-06-14,信息审核,2020,2.5L,, 蓝天运动版
484059,一汽马自达,阿特兹,一汽马自达阿特兹行驶中B柱异响,"H15,",2020-06-14,信息审核,2020,2.5L,, 蓝天尊崇版
484058,一汽马自达,阿特兹,一汽马自达阿特兹A柱及B柱异响 中控异响		,"H93,H15,H89,",2020-06-14,信息审核,2020,2.5L,, 蓝天尊崇版
484057,广汽本田,雅阁,广汽本田雅阁后尾箱内部生锈要求解决,"H79,",2020-06-14,处理反馈,2016,2.0L,, CVT 舒享版
484053,上汽大众,途观,上汽大众途观4S店用外采件充当原装配件,"N319,",2020-06-14,信息审核,2012,1.4TSI,手动, 两驱 都会版
484052,一汽吉林,森雅R7,一汽吉林森雅R7电脑板损坏发动机无法启动,"A44,",2020-06-14,信息审核,2017,1.6L,自动, 智能型
484051,Jeep（进口）,自由客,进口Jeep自由客车辆内部异味严重,"H185,",2020-06-14,信息审核,2014,2.0L,自动, 运动版
484050,一汽马自达,阿特兹,一汽马自达阿特兹B柱异响 内饰皮质开裂,"H168,H15,H157,",2020-06-14,信息审核,2020,2.5L,, 蓝天尊崇版
484049,东风雪铁龙,雪铁龙C4L,东风雪铁龙C4L高压油泵损坏 节温器故障,"A37,A191,A221,H78,",2020-06-14,处理反馈,2014,1.6THP,自动, 智驱版 劲智型
484047,一汽马自达,阿特兹,一汽马自达阿特兹车身B柱及刹车踏板异响,"E43,H164,H15,H89,",2020-06-14,信息审核,2020,2.5L,, 蓝天尊崇版
484044,一汽马自达,马自达CX-4,一汽马自达CX-4车身异响颠簸路中控台异响,"H93,H15,",2020-06-14,信息审核,2020,2.0L,自动, 两驱 蓝天品位版
484043,一汽马自达,阿特兹,一汽马自达阿特兹车身异响维修后问题未解决,"H15,J300,J303,",2020-06-14,信息审核,2020,2.5L,, 蓝天尊崇版
484041,上汽斯柯达,昊锐,斯柯达昊锐车内异味严重无法消除影响健康,"H185,",2020-06-14,信息审核,2009,,自动, 2.0TSI 尊雅版
484040,北京越野,北京BJ20,北京BJ20主驾驶座椅升降失灵 维修无配件,"H169,N318,",2020-06-14,处理反馈,2018,1.5T,手动, 豪华型
484038,北汽新能源,北汽新能源EU5,北汽新能源EU5经销商私自更换充电桩品牌,"L314,",2020-06-14,处理反馈,2018,,, R550 智潮版
484035,一汽-大众,宝来,一汽大众宝来红绿灯起步时有被追尾的感觉,"A24,",2020-06-14,厂家受理,2019,1.5L,自动, 改款 精英型 国V
484033,上汽斯柯达,Yeti,斯柯达Yeti车内异味过重要求厂家赔偿,"H185,",2020-06-14,信息审核,2016,1.4TSI,, DSG 前行版
484032,北京现代,领动,北京现代领动中控显示屏死机无法切断电源,"H134,",2020-06-14,信息审核,2016,1.6L,自动, 智炫·精英型
484028,东风标致,标致408,东风标致408空调不制冷存在质量问题,"H101,",2020-06-14,处理反馈,2015,1.2T,自动, 豪华版
484024,东风悦达起亚,K5凯酷,东风悦达起亚K5凯酷电瓶鼓包漏液,"H146,",2020-06-14,信息审核,2016,2.0L,, hybrid PRM
484023,广汽丰田,凯美瑞,广汽丰田凯美瑞发动机机油增多 起步异响,"A9,A63,",2020-06-14,信息审核,2018,,, 2.5HQ E-CVT 旗舰版
484022,吉利汽车,远景X6,吉利远景X6 ESC故障灯亮 变速箱故障灯亮,"B96,H170,",2020-06-14,处理反馈,2016,,, 1.3T CVT 旗舰型
484021,东风雪铁龙,雪铁龙C4L,东风雪铁龙C4L汽油泵故障油表显示不准确,"H78,",2020-06-14,处理反馈,2015,1.2T,自动, 豪华版
484020,一汽-大众奥迪,奥迪A6L,一汽大众奥迪A6L前机盖起泡生锈车内异味,"H79,H185,H81,",2020-06-14,信息审核,2014,,, TFSI  CVT 标准型
484019,大乘汽车,大乘G70S,大乘G70S免费保养承诺不兑现要求补差价,"K307,L314,",2020-06-14,信息审核,2019,2.0T,自动, 尊贵型
484018,一汽吉林,森雅R7,一汽吉林森雅R7导航主机故障 厂家不发货,"H21,N318,",2020-06-14,信息审核,2017,1.6L,手动, 豪华型
484014,江铃汽车,驭胜S330,江铃驭胜S330变速箱顿挫 漏油质量差,"B19,B22,",2020-06-14,信息审核,2016,1.5L,自动, GTDi  两驱 旗舰版
484013,上汽大众,朗逸,上汽大众朗逸发动机爆震 变速箱异响,"A18,B33,",2020-06-14,信息审核,2019,1.5L,自动, 舒适版 国VI
484011,林肯（进口）,林肯MKX,林肯MKX转向助力多次故障维修未解决,"D57,J298,",2020-06-14,信息审核,2017,2.0T,, 两驱 尊享版
484010,东风标致,标致408,东风标致408轮毂氧化锈蚀影响车辆使用,"H243,",2020-06-14,信息审核,2016,1.6T,自动, 豪华版
484008,一汽马自达,阿特兹,一汽马自达阿特兹车身B柱和车内异响,"H164,H15,",2020-06-14,信息审核,2020,2.5L,, 蓝天运动版
484004,东风日产,天籁,东风日产天籁油箱异响 色差明显做工粗糙,"H134,H93,H147,H201,",2020-06-14,处理反馈,2019,2.0T,, XL 智领版
484003,一汽马自达,马自达CX-4,一汽马自达CX-4车身异响严重希望处理,"H15,",2020-06-14,信息审核,2020,2.0L,自动, 两驱 蓝天品位版
484001,长安马自达,马自达CX-5,长安马自达CX-5变速箱油封更换后再次漏油,"B22,",2020-06-14,信息审核,2017,2.0L,自动, 两驱 智享型 国V
484000,北京现代,领动,北京现代领动减震器配件一直缺货,"N318,N320,",2020-06-14,信息审核,2019,1.5L,, CVT 智炫·精英型
483999,奇瑞汽车,奇瑞E3,奇瑞E3空调插接器接触不良鼓风机无法运转,"H101,",2020-06-14,处理反馈,2015,1.5L,, 风尚型
483998,吉利汽车,星越,吉利星越车机系统卡顿与宣传不符,"H134,M279,",2020-06-14,处理反馈,2019,350T,, 耀星者
483992,东风标致,标致4008,东风标致4008发动机抖动冒烟维修未解决,"A24,A114,J303,",2020-06-14,处理反馈,2017,350THP,, 豪华版
483991,东风雪铁龙,雪铁龙C4L,东风雪铁龙C4L空调吹热风 冷却液温度报警,"A191,H101,",2020-06-14,处理反馈,2013,1.6THP,自动, 劲智版
483990,上汽斯柯达,柯迪亚克,斯柯达柯迪亚克变速箱升降挡颠簸路异响,"B33,",2020-06-14,信息审核,2019,,, TSI330 两驱 舒适版 5座 国V
483989,吉利汽车,星越,吉利星越车机死机软硬件和宣传不相符,"H134,M279,",2020-06-14,处理反馈,2019,350T,, AWD 驭星者
483988,一汽马自达,马自达CX-4,一汽马自达CX-4经销商出售故障车要求处理,"M284,",2020-06-14,信息审核,2020,2.0L,自动, 两驱 蓝天活力版
483987,众泰汽车,众泰SR9,众泰SR9售后不解决问题 维修无配件,"I295,N318,",2020-06-14,处理反馈,2017,2.0T,自动, 极致之梦版
483984,东南汽车,东南DX3,东南DX3方向管柱异响 4S店拒绝索赔,"D59,I297,",2020-06-14,厂家受理,2016,1.5L,手动, 旗舰型
483982,东风悦达起亚,K5凯酷,东风悦达起亚K5凯酷发动机拉缸引起异响,"A9,A329,",2020-06-14,厂家受理,2012,2.0L,自动, DLX
483980,吉利汽车,缤越,吉利缤越A柱漏风 车机卡顿 升级承诺不兑现,"H134,H144,L314,",2020-06-14,处理反馈,2019,260T,, DCT 游侠 国VI
483979,海马汽车,海马8S,海马8S经销商换购补贴承诺一直不兑现,"L313,",2020-06-14,信息审核,2019,,自动, 1.6TGDI 潮版
483976,吉利汽车,星越,吉利星越车机卡顿要求厂家提供升级服务,"H134,M279,",2020-06-14,处理反馈,2019,350T,, 耀星者
483975,一汽解放,虎V,一汽解放虎V新车未提车电路总成损坏,"H110,",2020-06-14,信息审核,,,, 厢式货车
483974,一汽马自达,阿特兹,一汽马自达阿特兹车身AB柱及中控异响严重,"H93,H15,",2020-06-14,信息审核,2020,2.0L,, 蓝天豪华版
483973,广汽本田,皓影,广汽本田皓影发动机舱进泥水疑似设计缺陷,"Q322,",2020-06-14,处理反馈,2020,,, 240TURBO CVT 四驱 尊享版
483970,一汽马自达,阿特兹,一汽马自达阿特兹AB柱及顶棚异响,"H15,",2020-06-14,信息审核,2020,2.5L,, 蓝天运动版
483969,北京现代,领动,北京现代领动耐克森轮胎鼓包质量差,"F39,",2020-06-14,处理反馈,2019,1.4T,, 双离合 炫动·活力型
483967,吉利汽车,星越,吉利星越车机系统卡顿要求免费更换,"H134,",2020-06-14,处理反馈,2019,350T,, AWD 驭星者
483965,一汽-大众,高尔夫,一汽大众高尔夫变速箱 方向盘 油门踏板异响,"B33,D59,H164,",2020-06-14,处理反馈,2019,280TSI,, DSG R-Line型 国VI
483962,MINI,MINI CLUBMAN,MINI CLUBMAN行驶中普利司通轮胎爆胎,"F130,",2020-06-14,信息审核,2019,1.5T,, COOPER 鉴赏家
483961,吉利汽车,星越,吉利星越车机系统卡顿升级服务未兑现,"H134,M279,",2020-06-14,处理反馈,2019,350T,, 驭星者
483960,吉利汽车,帝豪GS,吉利帝豪GS出保前检查及质保期内索赔收费,"K307,",2020-06-14,处理反馈,2016,1.8L,自动, 领尚型 优雅版
483959,一汽马自达,阿特兹,一汽马自达阿特兹导航连接手机失灵,"H15,H155,",2020-06-14,信息审核,2020,2.5L,, 蓝天运动版
483958,海马汽车,海马S5青春版,海马S5青春版发动机抖动要求厂家处理,"A24,I295,O326,",2020-06-14,信息审核,2017,1.6L,手动, 豪华型
483955,广汽丰田,凯美瑞,广汽丰田凯美瑞前轮左右半轴渗油严重,"G161,",2020-06-14,信息审核,2015,,自动, 2.0G 领先版
483952,一汽丰田,卡罗拉,一汽丰田卡罗拉车身侧裙凹槽处变色,"H81,",2020-06-14,信息审核,2019,1.2T,, S-CVT GL-i精英版
483951,东风日产,天籁,东风日产天籁中控黑屏 窗门异响 油箱异响,"H134,H72,H147,",2020-06-14,处理反馈,2019,2.0L,, XL 舒适版
483946,广汽菲克Jeep,大指挥官,广汽菲克Jeep大指挥官售后拖延不解决问题,"I295,I282,O305,",2020-06-14,信息审核,2018,2.0T,, 四驱 悦享版 国VI
483945,一汽马自达,阿特兹,一汽马自达阿特兹车身异响4S店不解决处理,"H15,I295,",2020-06-14,信息审核,2020,2.5L,, 蓝天运动版
483941,吉利汽车,博越,吉利博越厂家减配USB接口无法安装记录仪,"Q350,",2020-06-14,信息审核,2020,1.8TD,, DCT 智联PRO
483940,东风日产,天籁,东风日产天籁发动机故障灯亮 抖动严重,"A24,A34,",2020-06-14,处理反馈,2019,2.0L,, XL 舒适版
483939,吉利汽车,缤瑞,吉利缤瑞变速箱异响 车机无法呼出智能助手,"B33,H134,H164,H15,",2020-06-14,处理反馈,2019,,, 200T DCT 缤致版
483937,一汽-大众,速腾,一汽大众速腾空调冷凝水排水设计不合理,"H101,",2020-06-13,处理反馈,2019,280TSI,, DSG 舒适型 国VI
483936,猎豹汽车,猎豹CS9,猎豹CS9发动机水温过高存在质量问题,"A191,",2020-06-13,信息审核,2017,1.5L,, CVT 精英型
483935,东风日产,逍客,东风日产逍客变速箱漏油越发严重,"B22,",2020-06-13,处理反馈,2017,2.0L,, CVT 智享版 国VI
483934,上汽集团,名爵ZS,上汽名爵ZS中控屏幕倒车时不亮希望解决,"H134,",2020-06-13,处理反馈,2020,,自动, 180DVVT Lite
483932,广汽本田,冠道,广汽本田冠道高速行驶突然熄火没有动力,"A14,",2020-06-13,处理反馈,2019,,, 240TURBO 两驱 精英版
483931,江铃汽车,域虎3,江铃域虎3多次维修未解决问题要求换车,"J298,",2020-06-13,信息审核,2018,2.5T,, 两驱 进取版 标准轴距 柴油
483929,一汽马自达,马自达CX-4,一汽马自达CX-4中控台 A柱 B柱异响,"H164,H93,H15,",2020-06-13,信息审核,2020,2.0L,自动, 两驱 蓝天探索版
483925,上汽集团,名爵6,上汽名爵6高频喇叭不响更换后未解决,"H151,",2020-06-13,处理反馈,2017,20T,自动, 豪华智联版 国V
483924,吉利汽车,缤越,吉利缤越悬挂处漏油 门窗漏风 车机不能升级,"G25,H144,L314,",2020-06-13,处理反馈,2019,260T,, DCT 骑士 国VI
483923,广汽丰田,雷凌,广汽丰田雷凌发动机机油增多希望处理问题,"A339,",2020-06-13,信息审核,2019,,, 双擎 1.8H CVT 豪华版 国V
483920,长城汽车,哈弗H2,哈弗H2发动机渗油多次返修没有解决,"A12,J298,",2020-06-13,处理反馈,2016,1.5T,自动, 两驱豪华型
483919,一汽丰田,卡罗拉,一汽丰田卡罗拉变速器质量问题在4S店报废,"B19,",2020-06-13,信息审核,2017,1.2T,, S-CVT GL 改款
483918,吉利汽车,吉利EC8,吉利EC8温度高时仪表盘上字迹显示模糊,"H202,",2020-06-13,处理反馈,2013,2.0L,手动, 精英型
483916,一汽马自达,阿特兹,一汽马自达阿特兹B柱异响希望厂家解决,"H15,",2020-06-13,信息审核,2020,2.5L,, 蓝天运动版
483915,吉利汽车,博越,吉利博越4S店收取高额拆检费希望解决,"K307,",2020-06-13,厂家受理,2016,1.8TD,自动, 两驱 智尊型
483913,一汽马自达,阿特兹,一汽马自达阿特兹B柱 C柱 中控大屏异响,"H72,H93,H15,",2020-06-13,信息审核,2020,2.5L,, 蓝天运动版
483912,上汽集团,名爵6,上汽名爵6方向盘异响 双离合变速箱顿挫,"B19,D59,",2020-06-13,处理反馈,2017,20T,自动, Trophy尊享互联网版 国V
483909,北京奔驰,奔驰C级,北京奔驰C级发动机抖动严重 故障灯亮,"A24,A34,",2020-06-13,信息审核,2020,,, C 260 L 运动版
483908,广汽本田,雅阁,广汽本田雅阁转向及发动机异响 变速箱顿挫,"A9,B19,D59,E43,E159,H68,H144,",2020-06-13,处理反馈,2018,,, 260TURBO 精英版 国V
483905,一汽马自达,阿特兹,一汽马自达阿特兹转向机异响要求尽快解决,"D59,",2020-06-13,信息审核,2020,2.5L,, 蓝天尊崇版
483903,吉利汽车,星越,吉利星越车机卡顿与厂家宣传不一致,"H134,M279,",2020-06-13,用户评分,2019,350T,, AWD 驭星者
483901,北京现代,名图,北京现代名图解锁后右后视镜无法展开,"H211,",2020-06-13,信息审核,2017,1.8L,自动, 尊贵型 DLX 国V
483899,奇瑞新能源,瑞虎e,奇瑞瑞虎e续航不足 刹车异响 无法保养车辆,"E43,H344,O326,",2020-06-13,厂家受理,2019,,, 行享版
483896,上汽通用五菱,宝骏310W,宝骏310W锦湖轮胎脱皮存在质量问题,"F186,",2020-06-13,厂家受理,2017,1.5L,手动, 时尚型 国V
483894,上汽大众,凌渡,上汽大众凌渡变速箱拖挡 挂挡打齿严重,"B33,B69,",2020-06-13,信息审核,2019,230TSI,, DSG 风尚版 国V
483892,一汽马自达,马自达CX-4,一汽马自达CX-4车内大面积异响要求处理,"H72,H93,H15,",2020-06-13,信息审核,2020,2.0L,自动, 两驱 蓝天品位版
483889,吉利汽车,博越,吉利博越挡位指示灯与厂家宣传不符,"M279,",2020-06-13,处理反馈,2020,1.8TD,, DCT 智领PRO
483883,一汽-大众奥迪,奥迪A3,一汽大众奥迪A3中控台 A柱 前挡风玻璃异响,"B19,H72,H93,H15,",2020-06-13,信息审核,2020,,, Limousine 35 TFSI 时尚型 国VI
483882,江铃汽车,驭胜S330,江铃驭胜S330天窗生锈漏水 大灯开关故障,"G52,H79,H72,H90,H71,",2020-06-13,信息审核,2016,1.5L,自动, GTDi  两驱 旗舰版
483881,一汽-大众,速腾,一汽大众速腾佳通轮胎表面出现裂纹,"F100,",2020-06-13,处理反馈,2018,1.6L,手动, 舒适型
483880,一汽-大众,迈腾,一汽大众迈腾变速箱机电模块故障要求解决,"B84,",2020-06-13,处理反馈,2017,330TSI,, DSG 领先型
483878,吉利汽车,星越,吉利星越车机系统卡顿 影音系统故障,"H134,M279,",2020-06-13,厂家受理,2019,350T,, 耀星者
483877,一汽马自达,阿特兹,一汽马自达阿特兹车身异响 售后拖延不解决,"H15,I282,",2020-06-13,信息审核,2020,2.5L,, 蓝天运动版
