日期,年度,季度,月份,日,年度季度,年度月份,星期几
2013/11/2,2013,Q4,11,2,2013Q4,201311,6
2013/11/3,2013,Q4,11,3,2013Q4,201311,7
2013/11/4,2013,Q4,11,4,2013Q4,201311,1
2013/11/5,2013,Q4,11,5,2013Q4,201311,2
2013/11/6,2013,Q4,11,6,2013Q4,201311,3
2013/11/7,2013,Q4,11,7,2013Q4,201311,4
2013/11/8,2013,Q4,11,8,2013Q4,201311,5
2013/11/9,2013,Q4,11,9,2013Q4,201311,6
2013/11/10,2013,Q4,11,10,2013Q4,201311,7
2013/11/11,2013,Q4,11,11,2013Q4,201311,1
2013/11/12,2013,Q4,11,12,2013Q4,201311,2
2013/11/13,2013,Q4,11,13,2013Q4,201311,3
2013/11/14,2013,Q4,11,14,2013Q4,201311,4
2013/11/15,2013,Q4,11,15,2013Q4,201311,5
2013/11/16,2013,Q4,11,16,2013Q4,201311,6
2013/11/17,2013,Q4,11,17,2013Q4,201311,7
2013/11/18,2013,Q4,11,18,2013Q4,201311,1
2013/11/19,2013,Q4,11,19,2013Q4,201311,2
2013/11/20,2013,Q4,11,20,2013Q4,201311,3
2013/11/21,2013,Q4,11,21,2013Q4,201311,4
2013/11/22,2013,Q4,11,22,2013Q4,201311,5
2013/11/23,2013,Q4,11,23,2013Q4,201311,6
2013/11/24,2013,Q4,11,24,2013Q4,201311,7
2013/11/25,2013,Q4,11,25,2013Q4,201311,1
2013/11/26,2013,Q4,11,26,2013Q4,201311,2
2013/11/27,2013,Q4,11,27,2013Q4,201311,3
2013/11/28,2013,Q4,11,28,2013Q4,201311,4
2013/11/29,2013,Q4,11,29,2013Q4,201311,5
2013/11/30,2013,Q4,11,30,2013Q4,201311,6
2014/11/1,2014,Q4,11,1,2014Q4,201411,6
2014/11/2,2014,Q4,11,2,2014Q4,201411,7
2014/11/3,2014,Q4,11,3,2014Q4,201411,1
2014/11/4,2014,Q4,11,4,2014Q4,201411,2
2014/11/5,2014,Q4,11,5,2014Q4,201411,3
2014/11/6,2014,Q4,11,6,2014Q4,201411,4
2014/11/7,2014,Q4,11,7,2014Q4,201411,5
2014/11/8,2014,Q4,11,8,2014Q4,201411,6
2014/11/9,2014,Q4,11,9,2014Q4,201411,7
2014/11/10,2014,Q4,11,10,2014Q4,201411,1
2014/11/11,2014,Q4,11,11,2014Q4,201411,2
2014/11/12,2014,Q4,11,12,2014Q4,201411,3
2014/11/13,2014,Q4,11,13,2014Q4,201411,4
2014/11/14,2014,Q4,11,14,2014Q4,201411,5
2014/11/15,2014,Q4,11,15,2014Q4,201411,6
2014/11/16,2014,Q4,11,16,2014Q4,201411,7
2014/11/17,2014,Q4,11,17,2014Q4,201411,1
2014/11/18,2014,Q4,11,18,2014Q4,201411,2
2014/11/19,2014,Q4,11,19,2014Q4,201411,3
2014/11/20,2014,Q4,11,20,2014Q4,201411,4
2014/11/21,2014,Q4,11,21,2014Q4,201411,5
2014/11/22,2014,Q4,11,22,2014Q4,201411,6
2014/11/23,2014,Q4,11,23,2014Q4,201411,7
2014/11/24,2014,Q4,11,24,2014Q4,201411,1
2014/11/25,2014,Q4,11,25,2014Q4,201411,2
2014/11/26,2014,Q4,11,26,2014Q4,201411,3
2014/11/27,2014,Q4,11,27,2014Q4,201411,4
2014/11/28,2014,Q4,11,28,2014Q4,201411,5
2014/11/29,2014,Q4,11,29,2014Q4,201411,6
2014/11/30,2014,Q4,11,30,2014Q4,201411,7
2015/11/1,2015,Q4,11,1,2015Q4,201511,7
2015/11/2,2015,Q4,11,2,2015Q4,201511,1
2015/11/3,2015,Q4,11,3,2015Q4,201511,2
2015/11/4,2015,Q4,11,4,2015Q4,201511,3
2015/11/5,2015,Q4,11,5,2015Q4,201511,4
2015/11/6,2015,Q4,11,6,2015Q4,201511,5
2015/11/7,2015,Q4,11,7,2015Q4,201511,6
2015/11/8,2015,Q4,11,8,2015Q4,201511,7
2015/11/9,2015,Q4,11,9,2015Q4,201511,1
2015/11/10,2015,Q4,11,10,2015Q4,201511,2
2015/11/11,2015,Q4,11,11,2015Q4,201511,3
2015/11/12,2015,Q4,11,12,2015Q4,201511,4
2015/11/13,2015,Q4,11,13,2015Q4,201511,5
2015/11/14,2015,Q4,11,14,2015Q4,201511,6
2015/11/15,2015,Q4,11,15,2015Q4,201511,7
2015/11/16,2015,Q4,11,16,2015Q4,201511,1
2015/11/17,2015,Q4,11,17,2015Q4,201511,2
2015/11/18,2015,Q4,11,18,2015Q4,201511,3
2015/11/19,2015,Q4,11,19,2015Q4,201511,4
2015/11/20,2015,Q4,11,20,2015Q4,201511,5
2015/11/21,2015,Q4,11,21,2015Q4,201511,6
2015/11/22,2015,Q4,11,22,2015Q4,201511,7
2015/11/23,2015,Q4,11,23,2015Q4,201511,1
2015/11/24,2015,Q4,11,24,2015Q4,201511,2
2015/11/25,2015,Q4,11,25,2015Q4,201511,3
2015/11/26,2015,Q4,11,26,2015Q4,201511,4
2015/11/27,2015,Q4,11,27,2015Q4,201511,5
2015/11/28,2015,Q4,11,28,2015Q4,201511,6
2015/11/29,2015,Q4,11,29,2015Q4,201511,7
2015/11/30,2015,Q4,11,30,2015Q4,201511,1
2016/11/1,2016,Q4,11,1,2016Q4,201611,2
2016/11/2,2016,Q4,11,2,2016Q4,201611,3
2016/11/3,2016,Q4,11,3,2016Q4,201611,4
2016/11/4,2016,Q4,11,4,2016Q4,201611,5
2016/11/5,2016,Q4,11,5,2016Q4,201611,6
2016/11/6,2016,Q4,11,6,2016Q4,201611,7
2016/11/7,2016,Q4,11,7,2016Q4,201611,1
2016/11/8,2016,Q4,11,8,2016Q4,201611,2
2016/11/9,2016,Q4,11,9,2016Q4,201611,3
2016/11/10,2016,Q4,11,10,2016Q4,201611,4
2016/11/11,2016,Q4,11,11,2016Q4,201611,5
2016/11/12,2016,Q4,11,12,2016Q4,201611,6
2016/11/13,2016,Q4,11,13,2016Q4,201611,7
2016/11/14,2016,Q4,11,14,2016Q4,201611,1
2016/11/15,2016,Q4,11,15,2016Q4,201611,2
2016/11/16,2016,Q4,11,16,2016Q4,201611,3
2016/11/17,2016,Q4,11,17,2016Q4,201611,4
2016/11/18,2016,Q4,11,18,2016Q4,201611,5
2016/11/19,2016,Q4,11,19,2016Q4,201611,6
2016/11/20,2016,Q4,11,20,2016Q4,201611,7
2016/11/21,2016,Q4,11,21,2016Q4,201611,1
2016/11/22,2016,Q4,11,22,2016Q4,201611,2
2016/11/23,2016,Q4,11,23,2016Q4,201611,3
2016/11/24,2016,Q4,11,24,2016Q4,201611,4
2016/11/25,2016,Q4,11,25,2016Q4,201611,5
2016/11/26,2016,Q4,11,26,2016Q4,201611,6
2016/11/27,2016,Q4,11,27,2016Q4,201611,7
2016/11/28,2016,Q4,11,28,2016Q4,201611,1
2016/11/29,2016,Q4,11,29,2016Q4,201611,2
2016/11/30,2016,Q4,11,30,2016Q4,201611,3
2013/12/1,2013,Q4,12,1,2013Q4,201312,7
2013/12/2,2013,Q4,12,2,2013Q4,201312,1
2013/12/3,2013,Q4,12,3,2013Q4,201312,2
2013/12/4,2013,Q4,12,4,2013Q4,201312,3
2013/12/5,2013,Q4,12,5,2013Q4,201312,4
2013/12/6,2013,Q4,12,6,2013Q4,201312,5
2013/12/7,2013,Q4,12,7,2013Q4,201312,6
2013/12/8,2013,Q4,12,8,2013Q4,201312,7
2013/12/9,2013,Q4,12,9,2013Q4,201312,1
2013/12/10,2013,Q4,12,10,2013Q4,201312,2
2013/12/11,2013,Q4,12,11,2013Q4,201312,3
2013/12/12,2013,Q4,12,12,2013Q4,201312,4
2013/12/13,2013,Q4,12,13,2013Q4,201312,5
2013/12/14,2013,Q4,12,14,2013Q4,201312,6
2013/12/15,2013,Q4,12,15,2013Q4,201312,7
2013/12/16,2013,Q4,12,16,2013Q4,201312,1
2013/12/17,2013,Q4,12,17,2013Q4,201312,2
2013/12/18,2013,Q4,12,18,2013Q4,201312,3
2013/12/19,2013,Q4,12,19,2013Q4,201312,4
2013/12/20,2013,Q4,12,20,2013Q4,201312,5
2013/12/21,2013,Q4,12,21,2013Q4,201312,6
2013/12/22,2013,Q4,12,22,2013Q4,201312,7
2013/12/23,2013,Q4,12,23,2013Q4,201312,1
2013/12/24,2013,Q4,12,24,2013Q4,201312,2
2013/12/25,2013,Q4,12,25,2013Q4,201312,3
2013/12/26,2013,Q4,12,26,2013Q4,201312,4
2013/12/27,2013,Q4,12,27,2013Q4,201312,5
2013/12/28,2013,Q4,12,28,2013Q4,201312,6
2013/12/29,2013,Q4,12,29,2013Q4,201312,7
2013/12/30,2013,Q4,12,30,2013Q4,201312,1
2013/12/31,2013,Q4,12,31,2013Q4,201312,2
2014/12/1,2014,Q4,12,1,2014Q4,201412,1
2014/12/2,2014,Q4,12,2,2014Q4,201412,2
2014/12/3,2014,Q4,12,3,2014Q4,201412,3
2014/12/4,2014,Q4,12,4,2014Q4,201412,4
2014/12/5,2014,Q4,12,5,2014Q4,201412,5
2014/12/6,2014,Q4,12,6,2014Q4,201412,6
2014/12/7,2014,Q4,12,7,2014Q4,201412,7
2014/12/8,2014,Q4,12,8,2014Q4,201412,1
2014/12/9,2014,Q4,12,9,2014Q4,201412,2
2014/12/10,2014,Q4,12,10,2014Q4,201412,3
2014/12/11,2014,Q4,12,11,2014Q4,201412,4
2014/12/12,2014,Q4,12,12,2014Q4,201412,5
2014/12/13,2014,Q4,12,13,2014Q4,201412,6
2014/12/14,2014,Q4,12,14,2014Q4,201412,7
2014/12/15,2014,Q4,12,15,2014Q4,201412,1
2014/12/16,2014,Q4,12,16,2014Q4,201412,2
2014/12/17,2014,Q4,12,17,2014Q4,201412,3
2014/12/18,2014,Q4,12,18,2014Q4,201412,4
2014/12/19,2014,Q4,12,19,2014Q4,201412,5
2014/12/20,2014,Q4,12,20,2014Q4,201412,6
2014/12/21,2014,Q4,12,21,2014Q4,201412,7
2014/12/22,2014,Q4,12,22,2014Q4,201412,1
2014/12/23,2014,Q4,12,23,2014Q4,201412,2
2014/12/24,2014,Q4,12,24,2014Q4,201412,3
2014/12/25,2014,Q4,12,25,2014Q4,201412,4
2014/12/26,2014,Q4,12,26,2014Q4,201412,5
2014/12/27,2014,Q4,12,27,2014Q4,201412,6
2014/12/28,2014,Q4,12,28,2014Q4,201412,7
2014/12/29,2014,Q4,12,29,2014Q4,201412,1
2014/12/30,2014,Q4,12,30,2014Q4,201412,2
2014/12/31,2014,Q4,12,31,2014Q4,201412,3
2015/12/1,2015,Q4,12,1,2015Q4,201512,2
2015/12/2,2015,Q4,12,2,2015Q4,201512,3
2015/12/3,2015,Q4,12,3,2015Q4,201512,4
2015/12/4,2015,Q4,12,4,2015Q4,201512,5
2015/12/5,2015,Q4,12,5,2015Q4,201512,6
2015/12/6,2015,Q4,12,6,2015Q4,201512,7
2015/12/7,2015,Q4,12,7,2015Q4,201512,1
2015/12/8,2015,Q4,12,8,2015Q4,201512,2
2015/12/9,2015,Q4,12,9,2015Q4,201512,3
2015/12/10,2015,Q4,12,10,2015Q4,201512,4
2015/12/11,2015,Q4,12,11,2015Q4,201512,5
2015/12/12,2015,Q4,12,12,2015Q4,201512,6
2015/12/13,2015,Q4,12,13,2015Q4,201512,7
2015/12/14,2015,Q4,12,14,2015Q4,201512,1
2015/12/15,2015,Q4,12,15,2015Q4,201512,2
2015/12/16,2015,Q4,12,16,2015Q4,201512,3
2015/12/17,2015,Q4,12,17,2015Q4,201512,4
2015/12/18,2015,Q4,12,18,2015Q4,201512,5
2015/12/19,2015,Q4,12,19,2015Q4,201512,6
2015/12/20,2015,Q4,12,20,2015Q4,201512,7
2015/12/21,2015,Q4,12,21,2015Q4,201512,1
2015/12/22,2015,Q4,12,22,2015Q4,201512,2
2015/12/23,2015,Q4,12,23,2015Q4,201512,3
2015/12/24,2015,Q4,12,24,2015Q4,201512,4
2015/12/25,2015,Q4,12,25,2015Q4,201512,5
2015/12/26,2015,Q4,12,26,2015Q4,201512,6
2015/12/27,2015,Q4,12,27,2015Q4,201512,7
2015/12/28,2015,Q4,12,28,2015Q4,201512,1
2015/12/29,2015,Q4,12,29,2015Q4,201512,2
2015/12/30,2015,Q4,12,30,2015Q4,201512,3
2015/12/31,2015,Q4,12,31,2015Q4,201512,4
2016/12/1,2016,Q4,12,1,2016Q4,201612,4
2016/12/2,2016,Q4,12,2,2016Q4,201612,5
2016/12/3,2016,Q4,12,3,2016Q4,201612,6
2016/12/4,2016,Q4,12,4,2016Q4,201612,7
2016/12/5,2016,Q4,12,5,2016Q4,201612,1
2016/12/6,2016,Q4,12,6,2016Q4,201612,2
2016/12/7,2016,Q4,12,7,2016Q4,201612,3
2016/12/8,2016,Q4,12,8,2016Q4,201612,4
2016/12/9,2016,Q4,12,9,2016Q4,201612,5
2016/12/10,2016,Q4,12,10,2016Q4,201612,6
2016/12/11,2016,Q4,12,11,2016Q4,201612,7
2016/12/12,2016,Q4,12,12,2016Q4,201612,1
2016/12/13,2016,Q4,12,13,2016Q4,201612,2
2016/12/14,2016,Q4,12,14,2016Q4,201612,3
2016/12/15,2016,Q4,12,15,2016Q4,201612,4
2016/12/16,2016,Q4,12,16,2016Q4,201612,5
2016/12/17,2016,Q4,12,17,2016Q4,201612,6
2016/12/18,2016,Q4,12,18,2016Q4,201612,7
2016/12/19,2016,Q4,12,19,2016Q4,201612,1
2016/12/20,2016,Q4,12,20,2016Q4,201612,2
2016/12/21,2016,Q4,12,21,2016Q4,201612,3
2016/12/22,2016,Q4,12,22,2016Q4,201612,4
2016/12/23,2016,Q4,12,23,2016Q4,201612,5
2016/12/24,2016,Q4,12,24,2016Q4,201612,6
2016/12/25,2016,Q4,12,25,2016Q4,201612,7
2016/12/26,2016,Q4,12,26,2016Q4,201612,1
2016/12/27,2016,Q4,12,27,2016Q4,201612,2
2016/12/28,2016,Q4,12,28,2016Q4,201612,3
2016/12/29,2016,Q4,12,29,2016Q4,201612,4
2016/12/30,2016,Q4,12,30,2016Q4,201612,5
2016/12/31,2016,Q4,12,31,2016Q4,201612,6
2013/10/1,2013,Q4,10,1,2013Q4,201310,2
2013/10/2,2013,Q4,10,2,2013Q4,201310,3
2013/10/3,2013,Q4,10,3,2013Q4,201310,4
2013/10/4,2013,Q4,10,4,2013Q4,201310,5
2013/10/5,2013,Q4,10,5,2013Q4,201310,6
2013/10/6,2013,Q4,10,6,2013Q4,201310,7
2013/10/7,2013,Q4,10,7,2013Q4,201310,1
2013/10/8,2013,Q4,10,8,2013Q4,201310,2
2013/10/9,2013,Q4,10,9,2013Q4,201310,3
2013/10/10,2013,Q4,10,10,2013Q4,201310,4
2013/10/11,2013,Q4,10,11,2013Q4,201310,5
2013/10/12,2013,Q4,10,12,2013Q4,201310,6
2013/10/13,2013,Q4,10,13,2013Q4,201310,7
2013/10/14,2013,Q4,10,14,2013Q4,201310,1
2013/10/15,2013,Q4,10,15,2013Q4,201310,2
2013/10/16,2013,Q4,10,16,2013Q4,201310,3
2013/10/17,2013,Q4,10,17,2013Q4,201310,4
2013/10/18,2013,Q4,10,18,2013Q4,201310,5
2013/10/19,2013,Q4,10,19,2013Q4,201310,6
2013/10/20,2013,Q4,10,20,2013Q4,201310,7
2013/10/21,2013,Q4,10,21,2013Q4,201310,1
2013/10/22,2013,Q4,10,22,2013Q4,201310,2
2013/10/23,2013,Q4,10,23,2013Q4,201310,3
2013/10/24,2013,Q4,10,24,2013Q4,201310,4
2013/10/25,2013,Q4,10,25,2013Q4,201310,5
2013/10/26,2013,Q4,10,26,2013Q4,201310,6
2013/10/27,2013,Q4,10,27,2013Q4,201310,7
2013/10/28,2013,Q4,10,28,2013Q4,201310,1
2013/10/29,2013,Q4,10,29,2013Q4,201310,2
2013/10/30,2013,Q4,10,30,2013Q4,201310,3
2013/10/31,2013,Q4,10,31,2013Q4,201310,4
2014/10/1,2014,Q4,10,1,2014Q4,201410,3
2014/10/2,2014,Q4,10,2,2014Q4,201410,4
2014/10/3,2014,Q4,10,3,2014Q4,201410,5
2014/10/4,2014,Q4,10,4,2014Q4,201410,6
2014/10/5,2014,Q4,10,5,2014Q4,201410,7
2014/10/6,2014,Q4,10,6,2014Q4,201410,1
2014/10/7,2014,Q4,10,7,2014Q4,201410,2
2014/10/8,2014,Q4,10,8,2014Q4,201410,3
2014/10/9,2014,Q4,10,9,2014Q4,201410,4
2014/10/10,2014,Q4,10,10,2014Q4,201410,5
2014/10/11,2014,Q4,10,11,2014Q4,201410,6
2014/10/12,2014,Q4,10,12,2014Q4,201410,7
2014/10/13,2014,Q4,10,13,2014Q4,201410,1
2014/10/14,2014,Q4,10,14,2014Q4,201410,2
2014/10/15,2014,Q4,10,15,2014Q4,201410,3
2014/10/16,2014,Q4,10,16,2014Q4,201410,4
2014/10/17,2014,Q4,10,17,2014Q4,201410,5
2014/10/18,2014,Q4,10,18,2014Q4,201410,6
2014/10/19,2014,Q4,10,19,2014Q4,201410,7
2014/10/20,2014,Q4,10,20,2014Q4,201410,1
2014/10/21,2014,Q4,10,21,2014Q4,201410,2
2014/10/22,2014,Q4,10,22,2014Q4,201410,3
2014/10/23,2014,Q4,10,23,2014Q4,201410,4
2014/10/24,2014,Q4,10,24,2014Q4,201410,5
2014/10/25,2014,Q4,10,25,2014Q4,201410,6
2014/10/26,2014,Q4,10,26,2014Q4,201410,7
2014/10/27,2014,Q4,10,27,2014Q4,201410,1
2014/10/28,2014,Q4,10,28,2014Q4,201410,2
2014/10/29,2014,Q4,10,29,2014Q4,201410,3
2014/10/30,2014,Q4,10,30,2014Q4,201410,4
2014/10/31,2014,Q4,10,31,2014Q4,201410,5
2015/10/1,2015,Q4,10,1,2015Q4,201510,4
2015/10/2,2015,Q4,10,2,2015Q4,201510,5
2015/10/3,2015,Q4,10,3,2015Q4,201510,6
2015/10/4,2015,Q4,10,4,2015Q4,201510,7
2015/10/5,2015,Q4,10,5,2015Q4,201510,1
2015/10/6,2015,Q4,10,6,2015Q4,201510,2
2015/10/7,2015,Q4,10,7,2015Q4,201510,3
2015/10/8,2015,Q4,10,8,2015Q4,201510,4
2015/10/9,2015,Q4,10,9,2015Q4,201510,5
2015/10/10,2015,Q4,10,10,2015Q4,201510,6
2015/10/11,2015,Q4,10,11,2015Q4,201510,7
2015/10/12,2015,Q4,10,12,2015Q4,201510,1
2015/10/13,2015,Q4,10,13,2015Q4,201510,2
2015/10/14,2015,Q4,10,14,2015Q4,201510,3
2015/10/15,2015,Q4,10,15,2015Q4,201510,4
2015/10/16,2015,Q4,10,16,2015Q4,201510,5
2015/10/17,2015,Q4,10,17,2015Q4,201510,6
2015/10/18,2015,Q4,10,18,2015Q4,201510,7
2015/10/19,2015,Q4,10,19,2015Q4,201510,1
2015/10/20,2015,Q4,10,20,2015Q4,201510,2
2015/10/21,2015,Q4,10,21,2015Q4,201510,3
2015/10/22,2015,Q4,10,22,2015Q4,201510,4
2015/10/23,2015,Q4,10,23,2015Q4,201510,5
2015/10/24,2015,Q4,10,24,2015Q4,201510,6
2015/10/25,2015,Q4,10,25,2015Q4,201510,7
2015/10/26,2015,Q4,10,26,2015Q4,201510,1
2015/10/27,2015,Q4,10,27,2015Q4,201510,2
2015/10/28,2015,Q4,10,28,2015Q4,201510,3
2015/10/29,2015,Q4,10,29,2015Q4,201510,4
2015/10/30,2015,Q4,10,30,2015Q4,201510,5
2015/10/31,2015,Q4,10,31,2015Q4,201510,6
2016/10/1,2016,Q4,10,1,2016Q4,201610,6
2016/10/2,2016,Q4,10,2,2016Q4,201610,7
2016/10/3,2016,Q4,10,3,2016Q4,201610,1
2016/10/4,2016,Q4,10,4,2016Q4,201610,2
2016/10/5,2016,Q4,10,5,2016Q4,201610,3
2016/10/6,2016,Q4,10,6,2016Q4,201610,4
2016/10/7,2016,Q4,10,7,2016Q4,201610,5
2016/10/8,2016,Q4,10,8,2016Q4,201610,6
2016/10/9,2016,Q4,10,9,2016Q4,201610,7
2016/10/10,2016,Q4,10,10,2016Q4,201610,1
2016/10/11,2016,Q4,10,11,2016Q4,201610,2
2016/10/12,2016,Q4,10,12,2016Q4,201610,3
2016/10/13,2016,Q4,10,13,2016Q4,201610,4
2016/10/14,2016,Q4,10,14,2016Q4,201610,5
2016/10/15,2016,Q4,10,15,2016Q4,201610,6
2016/10/16,2016,Q4,10,16,2016Q4,201610,7
