日期,年度,季度,月份,日,年度季度,年度月份,星期几
2016/10/17,2016,Q4,10,17,2016Q4,201610,1
2016/10/18,2016,Q4,10,18,2016Q4,201610,2
2016/10/19,2016,Q4,10,19,2016Q4,201610,3
2016/10/20,2016,Q4,10,20,2016Q4,201610,4
2016/10/21,2016,Q4,10,21,2016Q4,201610,5
2016/10/22,2016,Q4,10,22,2016Q4,201610,6
2016/10/23,2016,Q4,10,23,2016Q4,201610,7
2016/10/24,2016,Q4,10,24,2016Q4,201610,1
2016/10/25,2016,Q4,10,25,2016Q4,201610,2
2016/10/26,2016,Q4,10,26,2016Q4,201610,3
2016/10/27,2016,Q4,10,27,2016Q4,201610,4
2016/10/28,2016,Q4,10,28,2016Q4,201610,5
2016/10/29,2016,Q4,10,29,2016Q4,201610,6
2016/10/30,2016,Q4,10,30,2016Q4,201610,7
2016/10/31,2016,Q4,10,31,2016Q4,201610,1
2013/5/1,2013,Q2,5,1,2013Q2,201305,3
2013/5/2,2013,Q2,5,2,2013Q2,201305,4
2013/5/3,2013,Q2,5,3,2013Q2,201305,5
2013/5/4,2013,Q2,5,4,2013Q2,201305,6
2013/5/5,2013,Q2,5,5,2013Q2,201305,7
2013/5/6,2013,Q2,5,6,2013Q2,201305,1
2013/5/7,2013,Q2,5,7,2013Q2,201305,2
2013/5/8,2013,Q2,5,8,2013Q2,201305,3
2013/5/9,2013,Q2,5,9,2013Q2,201305,4
2013/5/10,2013,Q2,5,10,2013Q2,201305,5
2013/5/11,2013,Q2,5,11,2013Q2,201305,6
2013/5/12,2013,Q2,5,12,2013Q2,201305,7
2013/5/13,2013,Q2,5,13,2013Q2,201305,1
2013/5/14,2013,Q2,5,14,2013Q2,201305,2
2013/5/15,2013,Q2,5,15,2013Q2,201305,3
2013/5/16,2013,Q2,5,16,2013Q2,201305,4
2013/5/17,2013,Q2,5,17,2013Q2,201305,5
2013/5/18,2013,Q2,5,18,2013Q2,201305,6
2013/5/19,2013,Q2,5,19,2013Q2,201305,7
2013/5/20,2013,Q2,5,20,2013Q2,201305,1
2013/5/21,2013,Q2,5,21,2013Q2,201305,2
2013/5/22,2013,Q2,5,22,2013Q2,201305,3
2013/5/23,2013,Q2,5,23,2013Q2,201305,4
2013/5/24,2013,Q2,5,24,2013Q2,201305,5
2013/5/25,2013,Q2,5,25,2013Q2,201305,6
2013/5/26,2013,Q2,5,26,2013Q2,201305,7
2013/5/27,2013,Q2,5,27,2013Q2,201305,1
2013/5/28,2013,Q2,5,28,2013Q2,201305,2
2013/5/29,2013,Q2,5,29,2013Q2,201305,3
2013/5/30,2013,Q2,5,30,2013Q2,201305,4
2013/5/31,2013,Q2,5,31,2013Q2,201305,5
2014/5/1,2014,Q2,5,1,2014Q2,201405,4
2014/5/2,2014,Q2,5,2,2014Q2,201405,5
2014/5/3,2014,Q2,5,3,2014Q2,201405,6
2014/5/4,2014,Q2,5,4,2014Q2,201405,7
2014/5/5,2014,Q2,5,5,2014Q2,201405,1
2014/5/6,2014,Q2,5,6,2014Q2,201405,2
2014/5/7,2014,Q2,5,7,2014Q2,201405,3
2014/5/8,2014,Q2,5,8,2014Q2,201405,4
2014/5/9,2014,Q2,5,9,2014Q2,201405,5
2014/5/10,2014,Q2,5,10,2014Q2,201405,6
2014/5/11,2014,Q2,5,11,2014Q2,201405,7
2014/5/12,2014,Q2,5,12,2014Q2,201405,1
2014/5/13,2014,Q2,5,13,2014Q2,201405,2
2014/5/14,2014,Q2,5,14,2014Q2,201405,3
2014/5/15,2014,Q2,5,15,2014Q2,201405,4
2014/5/16,2014,Q2,5,16,2014Q2,201405,5
2014/5/17,2014,Q2,5,17,2014Q2,201405,6
2014/5/18,2014,Q2,5,18,2014Q2,201405,7
2014/5/19,2014,Q2,5,19,2014Q2,201405,1
2014/5/20,2014,Q2,5,20,2014Q2,201405,2
2014/5/21,2014,Q2,5,21,2014Q2,201405,3
2014/5/22,2014,Q2,5,22,2014Q2,201405,4
2014/5/23,2014,Q2,5,23,2014Q2,201405,5
2014/5/24,2014,Q2,5,24,2014Q2,201405,6
2014/5/25,2014,Q2,5,25,2014Q2,201405,7
2014/5/26,2014,Q2,5,26,2014Q2,201405,1
2014/5/27,2014,Q2,5,27,2014Q2,201405,2
2014/5/28,2014,Q2,5,28,2014Q2,201405,3
2014/5/29,2014,Q2,5,29,2014Q2,201405,4
2014/5/30,2014,Q2,5,30,2014Q2,201405,5
2014/5/31,2014,Q2,5,31,2014Q2,201405,6
2015/5/1,2015,Q2,5,1,2015Q2,201505,5
2015/5/2,2015,Q2,5,2,2015Q2,201505,6
2015/5/3,2015,Q2,5,3,2015Q2,201505,7
2015/5/4,2015,Q2,5,4,2015Q2,201505,1
2015/5/5,2015,Q2,5,5,2015Q2,201505,2
2015/5/6,2015,Q2,5,6,2015Q2,201505,3
2015/5/7,2015,Q2,5,7,2015Q2,201505,4
2015/5/8,2015,Q2,5,8,2015Q2,201505,5
2015/5/9,2015,Q2,5,9,2015Q2,201505,6
2015/5/10,2015,Q2,5,10,2015Q2,201505,7
2015/5/11,2015,Q2,5,11,2015Q2,201505,1
2015/5/12,2015,Q2,5,12,2015Q2,201505,2
2015/5/13,2015,Q2,5,13,2015Q2,201505,3
2015/5/14,2015,Q2,5,14,2015Q2,201505,4
2015/5/15,2015,Q2,5,15,2015Q2,201505,5
2015/5/16,2015,Q2,5,16,2015Q2,201505,6
2015/5/17,2015,Q2,5,17,2015Q2,201505,7
2015/5/18,2015,Q2,5,18,2015Q2,201505,1
2015/5/19,2015,Q2,5,19,2015Q2,201505,2
2015/5/20,2015,Q2,5,20,2015Q2,201505,3
2015/5/21,2015,Q2,5,21,2015Q2,201505,4
2015/5/22,2015,Q2,5,22,2015Q2,201505,5
2015/5/23,2015,Q2,5,23,2015Q2,201505,6
2015/5/24,2015,Q2,5,24,2015Q2,201505,7
2015/5/25,2015,Q2,5,25,2015Q2,201505,1
2015/5/26,2015,Q2,5,26,2015Q2,201505,2
2015/5/27,2015,Q2,5,27,2015Q2,201505,3
2015/5/28,2015,Q2,5,28,2015Q2,201505,4
2015/5/29,2015,Q2,5,29,2015Q2,201505,5
2015/5/30,2015,Q2,5,30,2015Q2,201505,6
2015/5/31,2015,Q2,5,31,2015Q2,201505,7
2016/5/1,2016,Q2,5,1,2016Q2,201605,7
2016/5/2,2016,Q2,5,2,2016Q2,201605,1
2016/5/3,2016,Q2,5,3,2016Q2,201605,2
2016/5/4,2016,Q2,5,4,2016Q2,201605,3
2016/5/5,2016,Q2,5,5,2016Q2,201605,4
2016/5/6,2016,Q2,5,6,2016Q2,201605,5
2016/5/7,2016,Q2,5,7,2016Q2,201605,6
2016/5/8,2016,Q2,5,8,2016Q2,201605,7
2016/5/9,2016,Q2,5,9,2016Q2,201605,1
2016/5/10,2016,Q2,5,10,2016Q2,201605,2
2016/5/11,2016,Q2,5,11,2016Q2,201605,3
2016/5/12,2016,Q2,5,12,2016Q2,201605,4
2016/5/13,2016,Q2,5,13,2016Q2,201605,5
2016/5/14,2016,Q2,5,14,2016Q2,201605,6
2016/5/15,2016,Q2,5,15,2016Q2,201605,7
2016/5/16,2016,Q2,5,16,2016Q2,201605,1
2016/5/17,2016,Q2,5,17,2016Q2,201605,2
2016/5/18,2016,Q2,5,18,2016Q2,201605,3
2016/5/19,2016,Q2,5,19,2016Q2,201605,4
2016/5/20,2016,Q2,5,20,2016Q2,201605,5
2016/5/21,2016,Q2,5,21,2016Q2,201605,6
2016/5/22,2016,Q2,5,22,2016Q2,201605,7
2016/5/23,2016,Q2,5,23,2016Q2,201605,1
2016/5/24,2016,Q2,5,24,2016Q2,201605,2
2016/5/25,2016,Q2,5,25,2016Q2,201605,3
2016/5/26,2016,Q2,5,26,2016Q2,201605,4
2016/5/27,2016,Q2,5,27,2016Q2,201605,5
2016/5/28,2016,Q2,5,28,2016Q2,201605,6
2016/5/29,2016,Q2,5,29,2016Q2,201605,7
2016/5/30,2016,Q2,5,30,2016Q2,201605,1
2016/5/31,2016,Q2,5,31,2016Q2,201605,2
2013/4/1,2013,Q2,4,1,2013Q2,201304,1
2013/4/2,2013,Q2,4,2,2013Q2,201304,2
2013/4/3,2013,Q2,4,3,2013Q2,201304,3
2013/4/4,2013,Q2,4,4,2013Q2,201304,4
2013/4/5,2013,Q2,4,5,2013Q2,201304,5
2013/4/6,2013,Q2,4,6,2013Q2,201304,6
2013/4/7,2013,Q2,4,7,2013Q2,201304,7
2013/4/8,2013,Q2,4,8,2013Q2,201304,1
2013/4/9,2013,Q2,4,9,2013Q2,201304,2
2013/4/10,2013,Q2,4,10,2013Q2,201304,3
2013/4/11,2013,Q2,4,11,2013Q2,201304,4
2013/4/12,2013,Q2,4,12,2013Q2,201304,5
2013/4/13,2013,Q2,4,13,2013Q2,201304,6
2013/4/14,2013,Q2,4,14,2013Q2,201304,7
2013/4/15,2013,Q2,4,15,2013Q2,201304,1
2013/4/16,2013,Q2,4,16,2013Q2,201304,2
2013/4/17,2013,Q2,4,17,2013Q2,201304,3
2013/4/18,2013,Q2,4,18,2013Q2,201304,4
2013/4/19,2013,Q2,4,19,2013Q2,201304,5
2013/4/20,2013,Q2,4,20,2013Q2,201304,6
2013/4/21,2013,Q2,4,21,2013Q2,201304,7
2013/4/22,2013,Q2,4,22,2013Q2,201304,1
2013/4/23,2013,Q2,4,23,2013Q2,201304,2
2013/4/24,2013,Q2,4,24,2013Q2,201304,3
2013/4/25,2013,Q2,4,25,2013Q2,201304,4
2013/4/26,2013,Q2,4,26,2013Q2,201304,5
2013/4/27,2013,Q2,4,27,2013Q2,201304,6
2013/4/28,2013,Q2,4,28,2013Q2,201304,7
2013/4/29,2013,Q2,4,29,2013Q2,201304,1
2013/4/30,2013,Q2,4,30,2013Q2,201304,2
2014/4/1,2014,Q2,4,1,2014Q2,201404,2
2014/4/2,2014,Q2,4,2,2014Q2,201404,3
2014/4/3,2014,Q2,4,3,2014Q2,201404,4
2014/4/4,2014,Q2,4,4,2014Q2,201404,5
2014/4/5,2014,Q2,4,5,2014Q2,201404,6
2014/4/6,2014,Q2,4,6,2014Q2,201404,7
2014/4/7,2014,Q2,4,7,2014Q2,201404,1
2014/4/8,2014,Q2,4,8,2014Q2,201404,2
2014/4/9,2014,Q2,4,9,2014Q2,201404,3
2014/4/10,2014,Q2,4,10,2014Q2,201404,4
2014/4/11,2014,Q2,4,11,2014Q2,201404,5
2014/4/12,2014,Q2,4,12,2014Q2,201404,6
2014/4/13,2014,Q2,4,13,2014Q2,201404,7
2014/4/14,2014,Q2,4,14,2014Q2,201404,1
2014/4/15,2014,Q2,4,15,2014Q2,201404,2
2014/4/16,2014,Q2,4,16,2014Q2,201404,3
2014/4/17,2014,Q2,4,17,2014Q2,201404,4
2014/4/18,2014,Q2,4,18,2014Q2,201404,5
2014/4/19,2014,Q2,4,19,2014Q2,201404,6
2014/4/20,2014,Q2,4,20,2014Q2,201404,7
2014/4/21,2014,Q2,4,21,2014Q2,201404,1
2014/4/22,2014,Q2,4,22,2014Q2,201404,2
2014/4/23,2014,Q2,4,23,2014Q2,201404,3
2014/4/24,2014,Q2,4,24,2014Q2,201404,4
2014/4/25,2014,Q2,4,25,2014Q2,201404,5
2014/4/26,2014,Q2,4,26,2014Q2,201404,6
2014/4/27,2014,Q2,4,27,2014Q2,201404,7
2014/4/28,2014,Q2,4,28,2014Q2,201404,1
2014/4/29,2014,Q2,4,29,2014Q2,201404,2
2014/4/30,2014,Q2,4,30,2014Q2,201404,3
2015/4/1,2015,Q2,4,1,2015Q2,201504,3
2015/4/2,2015,Q2,4,2,2015Q2,201504,4
2015/4/3,2015,Q2,4,3,2015Q2,201504,5
2015/4/4,2015,Q2,4,4,2015Q2,201504,6
2015/4/5,2015,Q2,4,5,2015Q2,201504,7
2015/4/6,2015,Q2,4,6,2015Q2,201504,1
2015/4/7,2015,Q2,4,7,2015Q2,201504,2
2015/4/8,2015,Q2,4,8,2015Q2,201504,3
2015/4/9,2015,Q2,4,9,2015Q2,201504,4
2015/4/10,2015,Q2,4,10,2015Q2,201504,5
2015/4/11,2015,Q2,4,11,2015Q2,201504,6
2015/4/12,2015,Q2,4,12,2015Q2,201504,7
2015/4/13,2015,Q2,4,13,2015Q2,201504,1
2015/4/14,2015,Q2,4,14,2015Q2,201504,2
2015/4/15,2015,Q2,4,15,2015Q2,201504,3
2015/4/16,2015,Q2,4,16,2015Q2,201504,4
2015/4/17,2015,Q2,4,17,2015Q2,201504,5
2015/4/18,2015,Q2,4,18,2015Q2,201504,6
2015/4/19,2015,Q2,4,19,2015Q2,201504,7
2015/4/20,2015,Q2,4,20,2015Q2,201504,1
2015/4/21,2015,Q2,4,21,2015Q2,201504,2
2015/4/22,2015,Q2,4,22,2015Q2,201504,3
2015/4/23,2015,Q2,4,23,2015Q2,201504,4
2015/4/24,2015,Q2,4,24,2015Q2,201504,5
2015/4/25,2015,Q2,4,25,2015Q2,201504,6
2015/4/26,2015,Q2,4,26,2015Q2,201504,7
2015/4/27,2015,Q2,4,27,2015Q2,201504,1
2015/4/28,2015,Q2,4,28,2015Q2,201504,2
2015/4/29,2015,Q2,4,29,2015Q2,201504,3
2015/4/30,2015,Q2,4,30,2015Q2,201504,4
2016/4/1,2016,Q2,4,1,2016Q2,201604,5
2016/4/2,2016,Q2,4,2,2016Q2,201604,6
2016/4/3,2016,Q2,4,3,2016Q2,201604,7
2016/4/4,2016,Q2,4,4,2016Q2,201604,1
2016/4/5,2016,Q2,4,5,2016Q2,201604,2
2016/4/6,2016,Q2,4,6,2016Q2,201604,3
2016/4/7,2016,Q2,4,7,2016Q2,201604,4
2016/4/8,2016,Q2,4,8,2016Q2,201604,5
2016/4/9,2016,Q2,4,9,2016Q2,201604,6
2016/4/10,2016,Q2,4,10,2016Q2,201604,7
2016/4/11,2016,Q2,4,11,2016Q2,201604,1
2016/4/12,2016,Q2,4,12,2016Q2,201604,2
2016/4/13,2016,Q2,4,13,2016Q2,201604,3
2016/4/14,2016,Q2,4,14,2016Q2,201604,4
2016/4/15,2016,Q2,4,15,2016Q2,201604,5
2016/4/16,2016,Q2,4,16,2016Q2,201604,6
2016/4/17,2016,Q2,4,17,2016Q2,201604,7
2016/4/18,2016,Q2,4,18,2016Q2,201604,1
2016/4/19,2016,Q2,4,19,2016Q2,201604,2
2016/4/20,2016,Q2,4,20,2016Q2,201604,3
2016/4/21,2016,Q2,4,21,2016Q2,201604,4
2016/4/22,2016,Q2,4,22,2016Q2,201604,5
2016/4/23,2016,Q2,4,23,2016Q2,201604,6
2016/4/24,2016,Q2,4,24,2016Q2,201604,7
2016/4/25,2016,Q2,4,25,2016Q2,201604,1
2016/4/26,2016,Q2,4,26,2016Q2,201604,2
2016/4/27,2016,Q2,4,27,2016Q2,201604,3
2016/4/28,2016,Q2,4,28,2016Q2,201604,4
2016/4/29,2016,Q2,4,29,2016Q2,201604,5
2016/4/30,2016,Q2,4,30,2016Q2,201604,6
2013/6/1,2013,Q2,6,1,2013Q2,201306,6
2013/6/2,2013,Q2,6,2,2013Q2,201306,7
2013/6/3,2013,Q2,6,3,2013Q2,201306,1
2013/6/4,2013,Q2,6,4,2013Q2,201306,2
2013/6/5,2013,Q2,6,5,2013Q2,201306,3
2013/6/6,2013,Q2,6,6,2013Q2,201306,4
2013/6/7,2013,Q2,6,7,2013Q2,201306,5
2013/6/8,2013,Q2,6,8,2013Q2,201306,6
2013/6/9,2013,Q2,6,9,2013Q2,201306,7
2013/6/10,2013,Q2,6,10,2013Q2,201306,1
2013/6/11,2013,Q2,6,11,2013Q2,201306,2
2013/6/12,2013,Q2,6,12,2013Q2,201306,3
2013/6/13,2013,Q2,6,13,2013Q2,201306,4
2013/6/14,2013,Q2,6,14,2013Q2,201306,5
2013/6/15,2013,Q2,6,15,2013Q2,201306,6
2013/6/16,2013,Q2,6,16,2013Q2,201306,7
2013/6/17,2013,Q2,6,17,2013Q2,201306,1
2013/6/18,2013,Q2,6,18,2013Q2,201306,2
2013/6/19,2013,Q2,6,19,2013Q2,201306,3
2013/6/20,2013,Q2,6,20,2013Q2,201306,4
2013/6/21,2013,Q2,6,21,2013Q2,201306,5
2013/6/22,2013,Q2,6,22,2013Q2,201306,6
2013/6/23,2013,Q2,6,23,2013Q2,201306,7
2013/6/24,2013,Q2,6,24,2013Q2,201306,1
2013/6/25,2013,Q2,6,25,2013Q2,201306,2
2013/6/26,2013,Q2,6,26,2013Q2,201306,3
2013/6/27,2013,Q2,6,27,2013Q2,201306,4
2013/6/28,2013,Q2,6,28,2013Q2,201306,5
2013/6/29,2013,Q2,6,29,2013Q2,201306,6
2013/6/30,2013,Q2,6,30,2013Q2,201306,7
2014/6/1,2014,Q2,6,1,2014Q2,201406,7
2014/6/2,2014,Q2,6,2,2014Q2,201406,1
2014/6/3,2014,Q2,6,3,2014Q2,201406,2
2014/6/4,2014,Q2,6,4,2014Q2,201406,3
2014/6/5,2014,Q2,6,5,2014Q2,201406,4
2014/6/6,2014,Q2,6,6,2014Q2,201406,5
2014/6/7,2014,Q2,6,7,2014Q2,201406,6
2014/6/8,2014,Q2,6,8,2014Q2,201406,7
2014/6/9,2014,Q2,6,9,2014Q2,201406,1
2014/6/10,2014,Q2,6,10,2014Q2,201406,2
2014/6/11,2014,Q2,6,11,2014Q2,201406,3
2014/6/12,2014,Q2,6,12,2014Q2,201406,4
2014/6/13,2014,Q2,6,13,2014Q2,201406,5
2014/6/14,2014,Q2,6,14,2014Q2,201406,6
2014/6/15,2014,Q2,6,15,2014Q2,201406,7
2014/6/16,2014,Q2,6,16,2014Q2,201406,1
2014/6/17,2014,Q2,6,17,2014Q2,201406,2
2014/6/18,2014,Q2,6,18,2014Q2,201406,3
2014/6/19,2014,Q2,6,19,2014Q2,201406,4
2014/6/20,2014,Q2,6,20,2014Q2,201406,5
2014/6/21,2014,Q2,6,21,2014Q2,201406,6
2014/6/22,2014,Q2,6,22,2014Q2,201406,7
2014/6/23,2014,Q2,6,23,2014Q2,201406,1
2014/6/24,2014,Q2,6,24,2014Q2,201406,2
2014/6/25,2014,Q2,6,25,2014Q2,201406,3
2014/6/26,2014,Q2,6,26,2014Q2,201406,4
2014/6/27,2014,Q2,6,27,2014Q2,201406,5
2014/6/28,2014,Q2,6,28,2014Q2,201406,6
2014/6/29,2014,Q2,6,29,2014Q2,201406,7
2014/6/30,2014,Q2,6,30,2014Q2,201406,1
2015/6/1,2015,Q2,6,1,2015Q2,201506,1
2015/6/2,2015,Q2,6,2,2015Q2,201506,2
2015/6/3,2015,Q2,6,3,2015Q2,201506,3
2015/6/4,2015,Q2,6,4,2015Q2,201506,4
2015/6/5,2015,Q2,6,5,2015Q2,201506,5
2015/6/6,2015,Q2,6,6,2015Q2,201506,6
2015/6/7,2015,Q2,6,7,2015Q2,201506,7
2015/6/8,2015,Q2,6,8,2015Q2,201506,1
2015/6/9,2015,Q2,6,9,2015Q2,201506,2
2015/6/10,2015,Q2,6,10,2015Q2,201506,3
2015/6/11,2015,Q2,6,11,2015Q2,201506,4
2015/6/12,2015,Q2,6,12,2015Q2,201506,5
2015/6/13,2015,Q2,6,13,2015Q2,201506,6
2015/6/14,2015,Q2,6,14,2015Q2,201506,7
2015/6/15,2015,Q2,6,15,2015Q2,201506,1
2015/6/16,2015,Q2,6,16,2015Q2,201506,2
2015/6/17,2015,Q2,6,17,2015Q2,201506,3
2015/6/18,2015,Q2,6,18,2015Q2,201506,4
2015/6/19,2015,Q2,6,19,2015Q2,201506,5
2015/6/20,2015,Q2,6,20,2015Q2,201506,6
2015/6/21,2015,Q2,6,21,2015Q2,201506,7
2015/6/22,2015,Q2,6,22,2015Q2,201506,1
2015/6/23,2015,Q2,6,23,2015Q2,201506,2
2015/6/24,2015,Q2,6,24,2015Q2,201506,3
2015/6/25,2015,Q2,6,25,2015Q2,201506,4
2015/6/26,2015,Q2,6,26,2015Q2,201506,5
2015/6/27,2015,Q2,6,27,2015Q2,201506,6
2015/6/28,2015,Q2,6,28,2015Q2,201506,7
2015/6/29,2015,Q2,6,29,2015Q2,201506,1
2015/6/30,2015,Q2,6,30,2015Q2,201506,2
2016/6/1,2016,Q2,6,1,2016Q2,201606,3
2016/6/2,2016,Q2,6,2,2016Q2,201606,4
2016/6/3,2016,Q2,6,3,2016Q2,201606,5
2016/6/4,2016,Q2,6,4,2016Q2,201606,6
2016/6/5,2016,Q2,6,5,2016Q2,201606,7
2016/6/6,2016,Q2,6,6,2016Q2,201606,1
2016/6/7,2016,Q2,6,7,2016Q2,201606,2
2016/6/8,2016,Q2,6,8,2016Q2,201606,3
2016/6/9,2016,Q2,6,9,2016Q2,201606,4
2016/6/10,2016,Q2,6,10,2016Q2,201606,5
2016/6/11,2016,Q2,6,11,2016Q2,201606,6
2016/6/12,2016,Q2,6,12,2016Q2,201606,7
2016/6/13,2016,Q2,6,13,2016Q2,201606,1
2016/6/14,2016,Q2,6,14,2016Q2,201606,2
2016/6/15,2016,Q2,6,15,2016Q2,201606,3
2016/6/16,2016,Q2,6,16,2016Q2,201606,4
2016/6/17,2016,Q2,6,17,2016Q2,201606,5
2016/6/18,2016,Q2,6,18,2016Q2,201606,6
2016/6/19,2016,Q2,6,19,2016Q2,201606,7
2016/6/20,2016,Q2,6,20,2016Q2,201606,1
