日期,年度,季度,月份,日,年度季度,年度月份,星期几
2016/6/21,2016,Q2,6,21,2016Q2,201606,2
2016/6/22,2016,Q2,6,22,2016Q2,201606,3
2016/6/23,2016,Q2,6,23,2016Q2,201606,4
2016/6/24,2016,Q2,6,24,2016Q2,201606,5
2016/6/25,2016,Q2,6,25,2016Q2,201606,6
2016/6/26,2016,Q2,6,26,2016Q2,201606,7
2016/6/27,2016,Q2,6,27,2016Q2,201606,1
2016/6/28,2016,Q2,6,28,2016Q2,201606,2
2016/6/29,2016,Q2,6,29,2016Q2,201606,3
2016/6/30,2016,Q2,6,30,2016Q2,201606,4
2013/2/1,2013,Q1,2,1,2013Q1,201302,5
2013/2/2,2013,Q1,2,2,2013Q1,201302,6
2013/2/3,2013,Q1,2,3,2013Q1,201302,7
2013/2/4,2013,Q1,2,4,2013Q1,201302,1
2013/2/5,2013,Q1,2,5,2013Q1,201302,2
2013/2/6,2013,Q1,2,6,2013Q1,201302,3
2013/2/7,2013,Q1,2,7,2013Q1,201302,4
2013/2/8,2013,Q1,2,8,2013Q1,201302,5
2013/2/9,2013,Q1,2,9,2013Q1,201302,6
2013/2/10,2013,Q1,2,10,2013Q1,201302,7
2013/2/11,2013,Q1,2,11,2013Q1,201302,1
2013/2/12,2013,Q1,2,12,2013Q1,201302,2
2013/2/13,2013,Q1,2,13,2013Q1,201302,3
2013/2/14,2013,Q1,2,14,2013Q1,201302,4
2013/2/15,2013,Q1,2,15,2013Q1,201302,5
2013/2/16,2013,Q1,2,16,2013Q1,201302,6
2013/2/17,2013,Q1,2,17,2013Q1,201302,7
2013/2/18,2013,Q1,2,18,2013Q1,201302,1
2013/2/19,2013,Q1,2,19,2013Q1,201302,2
2013/2/20,2013,Q1,2,20,2013Q1,201302,3
2013/2/21,2013,Q1,2,21,2013Q1,201302,4
2013/2/22,2013,Q1,2,22,2013Q1,201302,5
2013/2/23,2013,Q1,2,23,2013Q1,201302,6
2013/2/24,2013,Q1,2,24,2013Q1,201302,7
2013/2/25,2013,Q1,2,25,2013Q1,201302,1
2013/2/26,2013,Q1,2,26,2013Q1,201302,2
2013/2/27,2013,Q1,2,27,2013Q1,201302,3
2013/2/28,2013,Q1,2,28,2013Q1,201302,4
2014/2/1,2014,Q1,2,1,2014Q1,201402,6
2014/2/2,2014,Q1,2,2,2014Q1,201402,7
2014/2/3,2014,Q1,2,3,2014Q1,201402,1
2014/2/4,2014,Q1,2,4,2014Q1,201402,2
2014/2/5,2014,Q1,2,5,2014Q1,201402,3
2014/2/6,2014,Q1,2,6,2014Q1,201402,4
2014/2/7,2014,Q1,2,7,2014Q1,201402,5
2014/2/8,2014,Q1,2,8,2014Q1,201402,6
2014/2/9,2014,Q1,2,9,2014Q1,201402,7
2014/2/10,2014,Q1,2,10,2014Q1,201402,1
2014/2/11,2014,Q1,2,11,2014Q1,201402,2
2014/2/12,2014,Q1,2,12,2014Q1,201402,3
2014/2/13,2014,Q1,2,13,2014Q1,201402,4
2014/2/14,2014,Q1,2,14,2014Q1,201402,5
2014/2/15,2014,Q1,2,15,2014Q1,201402,6
2014/2/16,2014,Q1,2,16,2014Q1,201402,7
2014/2/17,2014,Q1,2,17,2014Q1,201402,1
2014/2/18,2014,Q1,2,18,2014Q1,201402,2
2014/2/19,2014,Q1,2,19,2014Q1,201402,3
2014/2/20,2014,Q1,2,20,2014Q1,201402,4
2014/2/21,2014,Q1,2,21,2014Q1,201402,5
2014/2/22,2014,Q1,2,22,2014Q1,201402,6
2014/2/23,2014,Q1,2,23,2014Q1,201402,7
2014/2/24,2014,Q1,2,24,2014Q1,201402,1
2014/2/25,2014,Q1,2,25,2014Q1,201402,2
2014/2/26,2014,Q1,2,26,2014Q1,201402,3
2014/2/27,2014,Q1,2,27,2014Q1,201402,4
2014/2/28,2014,Q1,2,28,2014Q1,201402,5
2015/2/1,2015,Q1,2,1,2015Q1,201502,7
2015/2/2,2015,Q1,2,2,2015Q1,201502,1
2015/2/3,2015,Q1,2,3,2015Q1,201502,2
2015/2/4,2015,Q1,2,4,2015Q1,201502,3
2015/2/5,2015,Q1,2,5,2015Q1,201502,4
2015/2/6,2015,Q1,2,6,2015Q1,201502,5
2015/2/7,2015,Q1,2,7,2015Q1,201502,6
2015/2/8,2015,Q1,2,8,2015Q1,201502,7
2015/2/9,2015,Q1,2,9,2015Q1,201502,1
2015/2/10,2015,Q1,2,10,2015Q1,201502,2
2015/2/11,2015,Q1,2,11,2015Q1,201502,3
2015/2/12,2015,Q1,2,12,2015Q1,201502,4
2015/2/13,2015,Q1,2,13,2015Q1,201502,5
2015/2/14,2015,Q1,2,14,2015Q1,201502,6
2015/2/15,2015,Q1,2,15,2015Q1,201502,7
2015/2/16,2015,Q1,2,16,2015Q1,201502,1
2015/2/17,2015,Q1,2,17,2015Q1,201502,2
2015/2/18,2015,Q1,2,18,2015Q1,201502,3
2015/2/19,2015,Q1,2,19,2015Q1,201502,4
2015/2/20,2015,Q1,2,20,2015Q1,201502,5
2015/2/21,2015,Q1,2,21,2015Q1,201502,6
2015/2/22,2015,Q1,2,22,2015Q1,201502,7
2015/2/23,2015,Q1,2,23,2015Q1,201502,1
2015/2/24,2015,Q1,2,24,2015Q1,201502,2
2015/2/25,2015,Q1,2,25,2015Q1,201502,3
2015/2/26,2015,Q1,2,26,2015Q1,201502,4
2015/2/27,2015,Q1,2,27,2015Q1,201502,5
2015/2/28,2015,Q1,2,28,2015Q1,201502,6
2016/2/1,2016,Q1,2,1,2016Q1,201602,1
2016/2/2,2016,Q1,2,2,2016Q1,201602,2
2016/2/3,2016,Q1,2,3,2016Q1,201602,3
2016/2/4,2016,Q1,2,4,2016Q1,201602,4
2016/2/5,2016,Q1,2,5,2016Q1,201602,5
2016/2/6,2016,Q1,2,6,2016Q1,201602,6
2016/2/7,2016,Q1,2,7,2016Q1,201602,7
2016/2/8,2016,Q1,2,8,2016Q1,201602,1
2016/2/9,2016,Q1,2,9,2016Q1,201602,2
2016/2/10,2016,Q1,2,10,2016Q1,201602,3
2016/2/11,2016,Q1,2,11,2016Q1,201602,4
2016/2/12,2016,Q1,2,12,2016Q1,201602,5
2016/2/13,2016,Q1,2,13,2016Q1,201602,6
2016/2/14,2016,Q1,2,14,2016Q1,201602,7
2016/2/15,2016,Q1,2,15,2016Q1,201602,1
2016/2/16,2016,Q1,2,16,2016Q1,201602,2
2016/2/17,2016,Q1,2,17,2016Q1,201602,3
2016/2/18,2016,Q1,2,18,2016Q1,201602,4
2016/2/19,2016,Q1,2,19,2016Q1,201602,5
2016/2/20,2016,Q1,2,20,2016Q1,201602,6
2016/2/21,2016,Q1,2,21,2016Q1,201602,7
2016/2/22,2016,Q1,2,22,2016Q1,201602,1
2016/2/23,2016,Q1,2,23,2016Q1,201602,2
2016/2/24,2016,Q1,2,24,2016Q1,201602,3
2016/2/25,2016,Q1,2,25,2016Q1,201602,4
2016/2/26,2016,Q1,2,26,2016Q1,201602,5
2016/2/27,2016,Q1,2,27,2016Q1,201602,6
2016/2/28,2016,Q1,2,28,2016Q1,201602,7
2016/2/29,2016,Q1,2,29,2016Q1,201602,1
2013/3/1,2013,Q1,3,1,2013Q1,201303,5
2013/3/2,2013,Q1,3,2,2013Q1,201303,6
2013/3/3,2013,Q1,3,3,2013Q1,201303,7
2013/3/4,2013,Q1,3,4,2013Q1,201303,1
2013/3/5,2013,Q1,3,5,2013Q1,201303,2
2013/3/6,2013,Q1,3,6,2013Q1,201303,3
2013/3/7,2013,Q1,3,7,2013Q1,201303,4
2013/3/8,2013,Q1,3,8,2013Q1,201303,5
2013/3/9,2013,Q1,3,9,2013Q1,201303,6
2013/3/10,2013,Q1,3,10,2013Q1,201303,7
2013/3/11,2013,Q1,3,11,2013Q1,201303,1
2013/3/12,2013,Q1,3,12,2013Q1,201303,2
2013/3/13,2013,Q1,3,13,2013Q1,201303,3
2013/3/14,2013,Q1,3,14,2013Q1,201303,4
2013/3/15,2013,Q1,3,15,2013Q1,201303,5
2013/3/16,2013,Q1,3,16,2013Q1,201303,6
2013/3/17,2013,Q1,3,17,2013Q1,201303,7
2013/3/18,2013,Q1,3,18,2013Q1,201303,1
2013/3/19,2013,Q1,3,19,2013Q1,201303,2
2013/3/20,2013,Q1,3,20,2013Q1,201303,3
2013/3/21,2013,Q1,3,21,2013Q1,201303,4
2013/3/22,2013,Q1,3,22,2013Q1,201303,5
2013/3/23,2013,Q1,3,23,2013Q1,201303,6
2013/3/24,2013,Q1,3,24,2013Q1,201303,7
2013/3/25,2013,Q1,3,25,2013Q1,201303,1
2013/3/26,2013,Q1,3,26,2013Q1,201303,2
2013/3/27,2013,Q1,3,27,2013Q1,201303,3
2013/3/28,2013,Q1,3,28,2013Q1,201303,4
2013/3/29,2013,Q1,3,29,2013Q1,201303,5
2013/3/30,2013,Q1,3,30,2013Q1,201303,6
2013/3/31,2013,Q1,3,31,2013Q1,201303,7
2014/3/1,2014,Q1,3,1,2014Q1,201403,6
2014/3/2,2014,Q1,3,2,2014Q1,201403,7
2014/3/3,2014,Q1,3,3,2014Q1,201403,1
2014/3/4,2014,Q1,3,4,2014Q1,201403,2
2014/3/5,2014,Q1,3,5,2014Q1,201403,3
2014/3/6,2014,Q1,3,6,2014Q1,201403,4
2014/3/7,2014,Q1,3,7,2014Q1,201403,5
2014/3/8,2014,Q1,3,8,2014Q1,201403,6
2014/3/9,2014,Q1,3,9,2014Q1,201403,7
2014/3/10,2014,Q1,3,10,2014Q1,201403,1
2014/3/11,2014,Q1,3,11,2014Q1,201403,2
2014/3/12,2014,Q1,3,12,2014Q1,201403,3
2014/3/13,2014,Q1,3,13,2014Q1,201403,4
2014/3/14,2014,Q1,3,14,2014Q1,201403,5
2014/3/15,2014,Q1,3,15,2014Q1,201403,6
2014/3/16,2014,Q1,3,16,2014Q1,201403,7
2014/3/17,2014,Q1,3,17,2014Q1,201403,1
2014/3/18,2014,Q1,3,18,2014Q1,201403,2
2014/3/19,2014,Q1,3,19,2014Q1,201403,3
2014/3/20,2014,Q1,3,20,2014Q1,201403,4
2014/3/21,2014,Q1,3,21,2014Q1,201403,5
2014/3/22,2014,Q1,3,22,2014Q1,201403,6
2014/3/23,2014,Q1,3,23,2014Q1,201403,7
2014/3/24,2014,Q1,3,24,2014Q1,201403,1
2014/3/25,2014,Q1,3,25,2014Q1,201403,2
2014/3/26,2014,Q1,3,26,2014Q1,201403,3
2014/3/27,2014,Q1,3,27,2014Q1,201403,4
2014/3/28,2014,Q1,3,28,2014Q1,201403,5
2014/3/29,2014,Q1,3,29,2014Q1,201403,6
2014/3/30,2014,Q1,3,30,2014Q1,201403,7
2014/3/31,2014,Q1,3,31,2014Q1,201403,1
2015/3/1,2015,Q1,3,1,2015Q1,201503,7
2015/3/2,2015,Q1,3,2,2015Q1,201503,1
2015/3/3,2015,Q1,3,3,2015Q1,201503,2
2015/3/4,2015,Q1,3,4,2015Q1,201503,3
2015/3/5,2015,Q1,3,5,2015Q1,201503,4
2015/3/6,2015,Q1,3,6,2015Q1,201503,5
2015/3/7,2015,Q1,3,7,2015Q1,201503,6
2015/3/8,2015,Q1,3,8,2015Q1,201503,7
2015/3/9,2015,Q1,3,9,2015Q1,201503,1
2015/3/10,2015,Q1,3,10,2015Q1,201503,2
2015/3/11,2015,Q1,3,11,2015Q1,201503,3
2015/3/12,2015,Q1,3,12,2015Q1,201503,4
2015/3/13,2015,Q1,3,13,2015Q1,201503,5
2015/3/14,2015,Q1,3,14,2015Q1,201503,6
2015/3/15,2015,Q1,3,15,2015Q1,201503,7
2015/3/16,2015,Q1,3,16,2015Q1,201503,1
2015/3/17,2015,Q1,3,17,2015Q1,201503,2
2015/3/18,2015,Q1,3,18,2015Q1,201503,3
2015/3/19,2015,Q1,3,19,2015Q1,201503,4
2015/3/20,2015,Q1,3,20,2015Q1,201503,5
2015/3/21,2015,Q1,3,21,2015Q1,201503,6
2015/3/22,2015,Q1,3,22,2015Q1,201503,7
2015/3/23,2015,Q1,3,23,2015Q1,201503,1
2015/3/24,2015,Q1,3,24,2015Q1,201503,2
2015/3/25,2015,Q1,3,25,2015Q1,201503,3
2015/3/26,2015,Q1,3,26,2015Q1,201503,4
2015/3/27,2015,Q1,3,27,2015Q1,201503,5
2015/3/28,2015,Q1,3,28,2015Q1,201503,6
2015/3/29,2015,Q1,3,29,2015Q1,201503,7
2015/3/30,2015,Q1,3,30,2015Q1,201503,1
2015/3/31,2015,Q1,3,31,2015Q1,201503,2
2016/3/1,2016,Q1,3,1,2016Q1,201603,2
2016/3/2,2016,Q1,3,2,2016Q1,201603,3
2016/3/3,2016,Q1,3,3,2016Q1,201603,4
2016/3/4,2016,Q1,3,4,2016Q1,201603,5
2016/3/5,2016,Q1,3,5,2016Q1,201603,6
2016/3/6,2016,Q1,3,6,2016Q1,201603,7
2016/3/7,2016,Q1,3,7,2016Q1,201603,1
2016/3/8,2016,Q1,3,8,2016Q1,201603,2
2016/3/9,2016,Q1,3,9,2016Q1,201603,3
2016/3/10,2016,Q1,3,10,2016Q1,201603,4
2016/3/11,2016,Q1,3,11,2016Q1,201603,5
2016/3/12,2016,Q1,3,12,2016Q1,201603,6
2016/3/13,2016,Q1,3,13,2016Q1,201603,7
2016/3/14,2016,Q1,3,14,2016Q1,201603,1
2016/3/15,2016,Q1,3,15,2016Q1,201603,2
2016/3/16,2016,Q1,3,16,2016Q1,201603,3
2016/3/17,2016,Q1,3,17,2016Q1,201603,4
2016/3/18,2016,Q1,3,18,2016Q1,201603,5
2016/3/19,2016,Q1,3,19,2016Q1,201603,6
2016/3/20,2016,Q1,3,20,2016Q1,201603,7
2016/3/21,2016,Q1,3,21,2016Q1,201603,1
2016/3/22,2016,Q1,3,22,2016Q1,201603,2
2016/3/23,2016,Q1,3,23,2016Q1,201603,3
2016/3/24,2016,Q1,3,24,2016Q1,201603,4
2016/3/25,2016,Q1,3,25,2016Q1,201603,5
2016/3/26,2016,Q1,3,26,2016Q1,201603,6
2016/3/27,2016,Q1,3,27,2016Q1,201603,7
2016/3/28,2016,Q1,3,28,2016Q1,201603,1
2016/3/29,2016,Q1,3,29,2016Q1,201603,2
2016/3/30,2016,Q1,3,30,2016Q1,201603,3
2016/3/31,2016,Q1,3,31,2016Q1,201603,4
2013/1/1,2013,Q1,1,1,2013Q1,201301,2
2013/1/2,2013,Q1,1,2,2013Q1,201301,3
2013/1/3,2013,Q1,1,3,2013Q1,201301,4
2013/1/4,2013,Q1,1,4,2013Q1,201301,5
2013/1/5,2013,Q1,1,5,2013Q1,201301,6
2013/1/6,2013,Q1,1,6,2013Q1,201301,7
2013/1/7,2013,Q1,1,7,2013Q1,201301,1
2013/1/8,2013,Q1,1,8,2013Q1,201301,2
2013/1/9,2013,Q1,1,9,2013Q1,201301,3
2013/1/10,2013,Q1,1,10,2013Q1,201301,4
2013/1/11,2013,Q1,1,11,2013Q1,201301,5
2013/1/12,2013,Q1,1,12,2013Q1,201301,6
2013/1/13,2013,Q1,1,13,2013Q1,201301,7
2013/1/14,2013,Q1,1,14,2013Q1,201301,1
2013/1/15,2013,Q1,1,15,2013Q1,201301,2
2013/1/16,2013,Q1,1,16,2013Q1,201301,3
2013/1/17,2013,Q1,1,17,2013Q1,201301,4
2013/1/18,2013,Q1,1,18,2013Q1,201301,5
2013/1/19,2013,Q1,1,19,2013Q1,201301,6
2013/1/20,2013,Q1,1,20,2013Q1,201301,7
2013/1/21,2013,Q1,1,21,2013Q1,201301,1
2013/1/22,2013,Q1,1,22,2013Q1,201301,2
2013/1/23,2013,Q1,1,23,2013Q1,201301,3
2013/1/24,2013,Q1,1,24,2013Q1,201301,4
2013/1/25,2013,Q1,1,25,2013Q1,201301,5
2013/1/26,2013,Q1,1,26,2013Q1,201301,6
2013/1/27,2013,Q1,1,27,2013Q1,201301,7
2013/1/28,2013,Q1,1,28,2013Q1,201301,1
2013/1/29,2013,Q1,1,29,2013Q1,201301,2
2013/1/30,2013,Q1,1,30,2013Q1,201301,3
2013/1/31,2013,Q1,1,31,2013Q1,201301,4
2014/1/1,2014,Q1,1,1,2014Q1,201401,3
2014/1/2,2014,Q1,1,2,2014Q1,201401,4
2014/1/3,2014,Q1,1,3,2014Q1,201401,5
2014/1/4,2014,Q1,1,4,2014Q1,201401,6
2014/1/5,2014,Q1,1,5,2014Q1,201401,7
2014/1/6,2014,Q1,1,6,2014Q1,201401,1
2014/1/7,2014,Q1,1,7,2014Q1,201401,2
2014/1/8,2014,Q1,1,8,2014Q1,201401,3
2014/1/9,2014,Q1,1,9,2014Q1,201401,4
2014/1/10,2014,Q1,1,10,2014Q1,201401,5
2014/1/11,2014,Q1,1,11,2014Q1,201401,6
2014/1/12,2014,Q1,1,12,2014Q1,201401,7
2014/1/13,2014,Q1,1,13,2014Q1,201401,1
2014/1/14,2014,Q1,1,14,2014Q1,201401,2
2014/1/15,2014,Q1,1,15,2014Q1,201401,3
2014/1/16,2014,Q1,1,16,2014Q1,201401,4
2014/1/17,2014,Q1,1,17,2014Q1,201401,5
2014/1/18,2014,Q1,1,18,2014Q1,201401,6
2014/1/19,2014,Q1,1,19,2014Q1,201401,7
2014/1/20,2014,Q1,1,20,2014Q1,201401,1
2014/1/21,2014,Q1,1,21,2014Q1,201401,2
2014/1/22,2014,Q1,1,22,2014Q1,201401,3
2014/1/23,2014,Q1,1,23,2014Q1,201401,4
2014/1/24,2014,Q1,1,24,2014Q1,201401,5
2014/1/25,2014,Q1,1,25,2014Q1,201401,6
2014/1/26,2014,Q1,1,26,2014Q1,201401,7
2014/1/27,2014,Q1,1,27,2014Q1,201401,1
2014/1/28,2014,Q1,1,28,2014Q1,201401,2
2014/1/29,2014,Q1,1,29,2014Q1,201401,3
2014/1/30,2014,Q1,1,30,2014Q1,201401,4
2014/1/31,2014,Q1,1,31,2014Q1,201401,5
2015/1/1,2015,Q1,1,1,2015Q1,201501,4
2015/1/2,2015,Q1,1,2,2015Q1,201501,5
2015/1/3,2015,Q1,1,3,2015Q1,201501,6
2015/1/4,2015,Q1,1,4,2015Q1,201501,7
2015/1/5,2015,Q1,1,5,2015Q1,201501,1
2015/1/6,2015,Q1,1,6,2015Q1,201501,2
2015/1/7,2015,Q1,1,7,2015Q1,201501,3
2015/1/8,2015,Q1,1,8,2015Q1,201501,4
2015/1/9,2015,Q1,1,9,2015Q1,201501,5
2015/1/10,2015,Q1,1,10,2015Q1,201501,6
2015/1/11,2015,Q1,1,11,2015Q1,201501,7
2015/1/12,2015,Q1,1,12,2015Q1,201501,1
2015/1/13,2015,Q1,1,13,2015Q1,201501,2
2015/1/14,2015,Q1,1,14,2015Q1,201501,3
2015/1/15,2015,Q1,1,15,2015Q1,201501,4
2015/1/16,2015,Q1,1,16,2015Q1,201501,5
2015/1/17,2015,Q1,1,17,2015Q1,201501,6
2015/1/18,2015,Q1,1,18,2015Q1,201501,7
2015/1/19,2015,Q1,1,19,2015Q1,201501,1
2015/1/20,2015,Q1,1,20,2015Q1,201501,2
2015/1/21,2015,Q1,1,21,2015Q1,201501,3
2015/1/22,2015,Q1,1,22,2015Q1,201501,4
2015/1/23,2015,Q1,1,23,2015Q1,201501,5
2015/1/24,2015,Q1,1,24,2015Q1,201501,6
2015/1/25,2015,Q1,1,25,2015Q1,201501,7
2015/1/26,2015,Q1,1,26,2015Q1,201501,1
2015/1/27,2015,Q1,1,27,2015Q1,201501,2
2015/1/28,2015,Q1,1,28,2015Q1,201501,3
2015/1/29,2015,Q1,1,29,2015Q1,201501,4
2015/1/30,2015,Q1,1,30,2015Q1,201501,5
2015/1/31,2015,Q1,1,31,2015Q1,201501,6
2016/1/1,2016,Q1,1,1,2016Q1,201601,5
2016/1/2,2016,Q1,1,2,2016Q1,201601,6
2016/1/3,2016,Q1,1,3,2016Q1,201601,7
2016/1/4,2016,Q1,1,4,2016Q1,201601,1
2016/1/5,2016,Q1,1,5,2016Q1,201601,2
2016/1/6,2016,Q1,1,6,2016Q1,201601,3
2016/1/7,2016,Q1,1,7,2016Q1,201601,4
2016/1/8,2016,Q1,1,8,2016Q1,201601,5
2016/1/9,2016,Q1,1,9,2016Q1,201601,6
2016/1/10,2016,Q1,1,10,2016Q1,201601,7
2016/1/11,2016,Q1,1,11,2016Q1,201601,1
2016/1/12,2016,Q1,1,12,2016Q1,201601,2
2016/1/13,2016,Q1,1,13,2016Q1,201601,3
2016/1/14,2016,Q1,1,14,2016Q1,201601,4
2016/1/15,2016,Q1,1,15,2016Q1,201601,5
2016/1/16,2016,Q1,1,16,2016Q1,201601,6
2016/1/17,2016,Q1,1,17,2016Q1,201601,7
2016/1/18,2016,Q1,1,18,2016Q1,201601,1
2016/1/19,2016,Q1,1,19,2016Q1,201601,2
2016/1/20,2016,Q1,1,20,2016Q1,201601,3
2016/1/21,2016,Q1,1,21,2016Q1,201601,4
2016/1/22,2016,Q1,1,22,2016Q1,201601,5
2016/1/23,2016,Q1,1,23,2016Q1,201601,6
2016/1/24,2016,Q1,1,24,2016Q1,201601,7
2016/1/25,2016,Q1,1,25,2016Q1,201601,1
2016/1/26,2016,Q1,1,26,2016Q1,201601,2
2016/1/27,2016,Q1,1,27,2016Q1,201601,3
2016/1/28,2016,Q1,1,28,2016Q1,201601,4
2016/1/29,2016,Q1,1,29,2016Q1,201601,5
2016/1/30,2016,Q1,1,30,2016Q1,201601,6
2016/1/31,2016,Q1,1,31,2016Q1,201601,7
